,player,player_id,line,stat,league_id,event_time,opp,Team,count,over_prob,under_prob,pred
99,Chas McCormick,3769,0.5,Total Bases,5,2023-10-16T20:37:00,HOU,TEX,8,0.5857940471825815,0.4142059528174184,0.8797435227557844
100,Chas McCormick,3769,0.5,Total Hits,5,2023-10-16T20:37:00,HOU,TEX,12,,,0.5
101,Chas McCormick,3769,0.5,Total Hits,5,2023-10-16T20:37:00,HOU,TEX,14,,,0.5
102,Chris Godwin,35809,59.5,Receiving Yards,1,2023-10-22T17:00:00,TB,ATL,1,0.5,0.5,59.685315885533946
103,Chris Olave,36699,61.5,Receiving Yards,1,2023-10-20T00:15:00,NO,JAX,1,0.5,0.5,63.18522856384392
104,Chris Olave,36699,64.5,Receiving Yards,1,2023-10-20T00:15:00,NO,JAX,1,0.5,0.5,63.18522856384392
105,Christian Walker,40462,0.5,Home Runs,5,2023-10-17T00:07:00,PHI,ARI,4,,,0.5
106,Christian Walker,40462,0.5,Home Runs,5,2023-10-17T00:07:00,PHI,ARI,6,,,0.5
107,Christian Walker,40462,0.5,Total Bases,5,2023-10-17T00:07:00,PHI,ARI,8,0.5444906197836737,0.45550938021632636,0.7847351243599358
108,Christian Walker,40462,0.5,Total Hits,5,2023-10-17T00:07:00,PHI,ARI,12,,,0.5
109,Christian Walker,40462,0.5,Total Hits,5,2023-10-17T00:07:00,PHI,ARI,13,,,0.5
110,Christian Watson,34139,50.5,Receiving Yards,1,2023-10-22T20:25:00,DEN,GB,1,0.5,0.5,51.183453143930535
111,Christian Watson,34139,51.5,Receiving Yards,1,2023-10-22T20:25:00,DEN,GB,1,0.5,0.5,51.183453143930535
112,Cooper Kupp,38140,94.5,Receiving Yards,1,2023-10-22T20:05:00,LAR,PIT,1,0.5,0.5,96.18995327697037
113,Cooper Kupp,38140,97.5,Receiving Yards,1,2023-10-22T20:05:00,LAR,PIT,1,0.5,0.5,96.18995327697037
114,Corbin Carroll,39284,0.5,Home Runs,5,2023-10-17T00:07:00,PHI,ARI,4,,,0.5
115,Corbin Carroll,39284,0.5,Home Runs,5,2023-10-17T00:07:00,PHI,ARI,6,,,0.5
116,Corbin Carroll,39284,0.5,Total Bases,5,2023-10-17T00:07:00,PHI,ARI,8,0.6079229059780796,0.39207709402192037,0.93443015019097
117,Corbin Carroll,39284,0.5,Total Hits,5,2023-10-17T00:07:00,PHI,ARI,12,,,0.5
118,Corbin Carroll,39284,0.5,Total Hits,5,2023-10-17T00:07:00,PHI,ARI,13,,,0.5
119,Corey Seager,40343,0.5,Home Runs,5,2023-10-16T20:37:00,HOU,TEX,4,,,0.5
120,Corey Seager,40343,0.5,Home Runs,5,2023-10-16T20:37:00,HOU,TEX,7,,,0.5
121,Corey Seager,40343,0.5,Total Hits,5,2023-10-16T20:37:00,HOU,TEX,12,,,0.5
122,Corey Seager,40343,0.5,Total Hits,5,2023-10-16T20:37:00,HOU,TEX,14,,,0.5
123,Courtland Sutton,35515,46.5,Receiving Yards,1,2023-10-22T20:25:00,DEN,GB,2,0.5,0.5,46.68309357827074
124,Courtney Vandersloot,410233,6.5,AST,7,2023-10-19T00:00:00,NYL,LVA,6,0.47344932775957516,0.5265506722404248,6.5
125,Courtney Vandersloot,410233,10.5,PTS,7,2023-10-19T00:00:00,NYL,LVA,6,0.47344932775957516,0.5265506722404248,10.459494946470098
126,D'Andre Swift,38710,65.5,Rush Yards,1,2023-10-23T00:20:00,PHI,MIA,1,0.5,0.5,65.68539254388335
127,DJ Moore,38222,58.5,Receiving Yards,1,2023-10-22T17:00:00,CHI,LV,1,0.5,0.5,58.68463383239434
128,DK Metcalf,37624,65.5,Receiving Yards,1,2023-10-22T20:05:00,SEA,ARI,1,0.5,0.5,66.18569968194242
129,DK Metcalf,37624,66.5,Receiving Yards,1,2023-10-22T20:05:00,SEA,ARI,1,0.5,0.5,66.18569968194242
130,DaRon Bland,34397,4.5,Tackles and Assists,1,2023-10-17T00:15:00,LAC,DAL,1,0.5203045685279188,0.4796954314720812,4.778091582214054
