,player,player_id,points,price,side,stat,book,league_id,event_time,prob,opp,Team,time
16,Josh Oliver,35126,5.5,-115.0,over,Receiving Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
17,Josh Oliver,35126,5.5,-125.0,over,Receiving Yards,888sports,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
18,Josh Oliver,35126,5.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
19,Josh Oliver,35126,6.5,-110.0,over,Receiving Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
20,Josh Oliver,35126,10.5,110.0,over,Receiving Yards,PointsBet,1,2023-10-24T00:15:00,0.4761904761904761,MIN,SF,2023-10-23 16:04:00
21,Josh Oliver,35126,6.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
22,Josh Oliver,35126,0.5,143.0,under,Receptions,Pinnacle,1,2023-10-24T00:15:00,0.411522633744856,MIN,SF,2023-10-23 16:04:00
23,Josh Oliver,35126,5.5,-113.0,under,Receiving Yards,Pinnacle,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
24,Josh Oliver,35126,0.5,140.0,under,Receptions,BetMGM,1,2023-10-24T00:15:00,0.4166666666666667,MIN,SF,2023-10-23 16:04:00
25,Josh Oliver,35126,5.5,-110.0,under,Receiving Yards,BetMGM,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
26,Josh Oliver,35126,0.5,145.0,under,Receptions,DraftKings,1,2023-10-24T00:15:00,0.4081632653061224,MIN,SF,2023-10-23 16:04:00
27,Josh Oliver,35126,5.5,-115.0,under,Receiving Yards,DraftKings,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
28,Josh Oliver,35126,0.5,143.0,under,Receptions,Caesars,1,2023-10-24T00:15:00,0.411522633744856,MIN,SF,2023-10-23 16:04:00
29,Josh Oliver,35126,0.5,165.0,under,Receptions,Bet365,1,2023-10-24T00:15:00,0.3773584905660377,MIN,SF,2023-10-23 16:04:00
30,Josh Oliver,35126,6.5,-110.0,under,Receiving Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
31,Josh Oliver,35126,5.5,-114.0,under,Receiving Yards,SportsBetting,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
32,Josh Oliver,35126,5.5,-114.0,under,Receiving Yards,BetOnline,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
33,Josh Oliver,35126,5.5,-114.0,under,Receiving Yards,Bovada,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
34,Josh Oliver,35126,5.5,-118.0,under,Receiving Yards,888sports,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
35,Josh Oliver,35126,5.5,-113.0,under,Receiving Yards,Four Winds,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
36,Josh Oliver,35126,5.5,-113.0,under,Receiving Yards,Unibet,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
37,Josh Oliver,35126,5.5,-113.0,under,Receiving Yards,Parx,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
38,Josh Oliver,35126,5.5,-113.0,under,Receiving Yards,BetRivers,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
39,Josh Oliver,35126,5.5,-113.0,under,Receiving Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
40,Josh Oliver,35126,5.5,-135.0,under,Receiving Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
41,Josh Oliver,35126,6.5,-110.0,under,Receiving Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
42,Josh Oliver,35126,10.5,-145.0,under,Receiving Yards,PointsBet,1,2023-10-24T00:15:00,0.5918367346938775,MIN,SF,2023-10-23 16:04:00
43,Josh Oliver,35126,6.5,-135.0,under,Receiving Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
0,Christian McCaffrey,35191,16.5,-102.0,over,Rushing Attempts,FanDuel,1,2023-10-24T00:15:00,0.504950495049505,MIN,SF,2023-10-23 16:04:00
1,Christian McCaffrey,35191,3.5,-113.0,over,Receptions,FanDuel,1,2023-10-24T00:15:00,0.5305164319248826,MIN,SF,2023-10-23 16:04:00
2,Christian McCaffrey,35191,94.5,-114.0,over,Rush+Rec Yards,FanDuel,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
3,Christian McCaffrey,35191,26.5,-110.0,over,Receiving Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
4,Christian McCaffrey,35191,64.5,-110.0,over,Rush Yards,FanDuel,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
5,Christian McCaffrey,35191,16.5,-105.0,over,Rushing Attempts,888sports,1,2023-10-24T00:15:00,0.5121951219512195,MIN,SF,2023-10-23 16:04:00
6,Christian McCaffrey,35191,3.5,-118.0,over,Receptions,888sports,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
7,Christian McCaffrey,35191,14.5,-118.0,over,Rush Attempts,888sports,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
8,Christian McCaffrey,35191,27.5,-118.0,over,Receiving Yards,888sports,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
9,Christian McCaffrey,35191,63.5,-125.0,over,Rush Yards,888sports,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
10,Christian McCaffrey,35191,16.5,105.0,over,Rushing Attempts,BetMGM,1,2023-10-24T00:15:00,0.4878048780487805,MIN,SF,2023-10-23 16:04:00
11,Christian McCaffrey,35191,3.5,-110.0,over,Receptions,BetMGM,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
12,Christian McCaffrey,35191,13.5,-110.0,over,Longest Reception,BetMGM,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
13,Christian McCaffrey,35191,14.5,-110.0,over,Rush Attempts,BetMGM,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
14,Christian McCaffrey,35191,95.5,-115.0,over,Rush+Rec Yards,BetMGM,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
15,Christian McCaffrey,35191,27.5,-110.0,over,Receiving Yards,BetMGM,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
16,Christian McCaffrey,35191,63.5,-115.0,over,Rush Yards,BetMGM,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
17,Christian McCaffrey,35191,16.5,102.0,over,Rushing Attempts,Caesars,1,2023-10-24T00:15:00,0.495049504950495,MIN,SF,2023-10-23 16:04:00
18,Christian McCaffrey,35191,3.5,-111.0,over,Receptions,Caesars,1,2023-10-24T00:15:00,0.5260663507109005,MIN,SF,2023-10-23 16:04:00
19,Christian McCaffrey,35191,13.5,-106.0,over,Longest Reception,Caesars,1,2023-10-24T00:15:00,0.5145631067961165,MIN,SF,2023-10-23 16:04:00
20,Christian McCaffrey,35191,95.5,-135.0,over,Rush+Rec Yards,Caesars,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
21,Christian McCaffrey,35191,27.5,-133.0,over,Receiving Yards,Caesars,1,2023-10-24T00:15:00,0.5708154506437768,MIN,SF,2023-10-23 16:04:00
22,Christian McCaffrey,35191,63.5,-118.0,over,Rush Yards,Caesars,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
23,Christian McCaffrey,35191,16.5,124.0,over,Rushing Attempts,DraftKings,1,2023-10-24T00:15:00,0.4464285714285714,MIN,SF,2023-10-23 16:04:00
24,Christian McCaffrey,35191,3.5,-120.0,over,Receptions,DraftKings,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
25,Christian McCaffrey,35191,13.5,-105.0,over,Longest Reception,DraftKings,1,2023-10-24T00:15:00,0.5121951219512195,MIN,SF,2023-10-23 16:04:00
26,Christian McCaffrey,35191,14.5,-110.0,over,Rush Attempts,DraftKings,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
27,Christian McCaffrey,35191,95.5,-115.0,over,Rush+Rec Yards,DraftKings,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
28,Christian McCaffrey,35191,27.5,-110.0,over,Receiving Yards,DraftKings,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
29,Christian McCaffrey,35191,63.5,-115.0,over,Rush Yards,DraftKings,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
30,Christian McCaffrey,35191,15.5,-134.0,over,Rushing Attempts,Unibet,1,2023-10-24T00:15:00,0.5726495726495726,MIN,SF,2023-10-23 16:04:00
31,Christian McCaffrey,35191,3.5,-108.0,over,Receptions,Unibet,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
32,Christian McCaffrey,35191,12.5,-134.0,over,Longest Reception,Unibet,1,2023-10-24T00:15:00,0.5726495726495726,MIN,SF,2023-10-23 16:04:00
33,Christian McCaffrey,35191,14.5,-108.0,over,Rush Attempts,Unibet,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
34,Christian McCaffrey,35191,99.5,117.0,over,Rush+Rec Yards,Unibet,1,2023-10-24T00:15:00,0.4608294930875576,MIN,SF,2023-10-23 16:04:00
35,Christian McCaffrey,35191,26.5,-109.0,over,Receiving Yards,Unibet,1,2023-10-24T00:15:00,0.5215311004784688,MIN,SF,2023-10-23 16:04:00
36,Christian McCaffrey,35191,64.5,-114.0,over,Rush Yards,Unibet,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
37,Christian McCaffrey,35191,15.5,-134.0,over,Rushing Attempts,Sugarhouse,1,2023-10-24T00:15:00,0.5726495726495726,MIN,SF,2023-10-23 16:04:00
38,Christian McCaffrey,35191,3.5,-108.0,over,Receptions,Sugarhouse,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
39,Christian McCaffrey,35191,12.5,-134.0,over,Longest Reception,Sugarhouse,1,2023-10-24T00:15:00,0.5726495726495726,MIN,SF,2023-10-23 16:04:00
40,Christian McCaffrey,35191,14.5,-108.0,over,Rush Attempts,Sugarhouse,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
41,Christian McCaffrey,35191,99.5,117.0,over,Rush+Rec Yards,Sugarhouse,1,2023-10-24T00:15:00,0.4608294930875576,MIN,SF,2023-10-23 16:04:00
42,Christian McCaffrey,35191,26.5,-109.0,over,Receiving Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5215311004784688,MIN,SF,2023-10-23 16:04:00
43,Christian McCaffrey,35191,64.5,-114.0,over,Rush Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
44,Christian McCaffrey,35191,15.5,-134.0,over,Rushing Attempts,BetRivers,1,2023-10-24T00:15:00,0.5726495726495726,MIN,SF,2023-10-23 16:04:00
45,Christian McCaffrey,35191,3.5,-108.0,over,Receptions,BetRivers,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
46,Christian McCaffrey,35191,12.5,-134.0,over,Longest Reception,BetRivers,1,2023-10-24T00:15:00,0.5726495726495726,MIN,SF,2023-10-23 16:04:00
47,Christian McCaffrey,35191,14.5,-108.0,over,Rush Attempts,BetRivers,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
48,Christian McCaffrey,35191,99.5,117.0,over,Rush+Rec Yards,BetRivers,1,2023-10-24T00:15:00,0.4608294930875576,MIN,SF,2023-10-23 16:04:00
49,Christian McCaffrey,35191,26.5,-109.0,over,Receiving Yards,BetRivers,1,2023-10-24T00:15:00,0.5215311004784688,MIN,SF,2023-10-23 16:04:00
50,Christian McCaffrey,35191,64.5,-114.0,over,Rush Yards,BetRivers,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
51,Christian McCaffrey,35191,15.5,-134.0,over,Rushing Attempts,Parx,1,2023-10-24T00:15:00,0.5726495726495726,MIN,SF,2023-10-23 16:04:00
52,Christian McCaffrey,35191,3.5,-108.0,over,Receptions,Parx,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
53,Christian McCaffrey,35191,12.5,-134.0,over,Longest Reception,Parx,1,2023-10-24T00:15:00,0.5726495726495726,MIN,SF,2023-10-23 16:04:00
54,Christian McCaffrey,35191,14.5,-108.0,over,Rush Attempts,Parx,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
55,Christian McCaffrey,35191,99.5,117.0,over,Rush+Rec Yards,Parx,1,2023-10-24T00:15:00,0.4608294930875576,MIN,SF,2023-10-23 16:04:00
56,Christian McCaffrey,35191,26.5,-109.0,over,Receiving Yards,Parx,1,2023-10-24T00:15:00,0.5215311004784688,MIN,SF,2023-10-23 16:04:00
57,Christian McCaffrey,35191,64.5,-114.0,over,Rush Yards,Parx,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
58,Christian McCaffrey,35191,15.5,-134.0,over,Rushing Attempts,Four Winds,1,2023-10-24T00:15:00,0.5726495726495726,MIN,SF,2023-10-23 16:04:00
59,Christian McCaffrey,35191,3.5,-108.0,over,Receptions,Four Winds,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
60,Christian McCaffrey,35191,12.5,-134.0,over,Longest Reception,Four Winds,1,2023-10-24T00:15:00,0.5726495726495726,MIN,SF,2023-10-23 16:04:00
61,Christian McCaffrey,35191,14.5,-108.0,over,Rush Attempts,Four Winds,1,2023-10-24T00:15:00,0.5192307692307693,MIN,SF,2023-10-23 16:04:00
62,Christian McCaffrey,35191,99.5,117.0,over,Rush+Rec Yards,Four Winds,1,2023-10-24T00:15:00,0.4608294930875576,MIN,SF,2023-10-23 16:04:00
63,Christian McCaffrey,35191,26.5,-109.0,over,Receiving Yards,Four Winds,1,2023-10-24T00:15:00,0.5215311004784688,MIN,SF,2023-10-23 16:04:00
64,Christian McCaffrey,35191,64.5,-114.0,over,Rush Yards,Four Winds,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
65,Christian McCaffrey,35191,3.5,-109.0,over,Receptions,Pinnacle,1,2023-10-24T00:15:00,0.5215311004784688,MIN,SF,2023-10-23 16:04:00
66,Christian McCaffrey,35191,13.5,-109.0,over,Longest Reception,Pinnacle,1,2023-10-24T00:15:00,0.5215311004784688,MIN,SF,2023-10-23 16:04:00
67,Christian McCaffrey,35191,27.5,-130.0,over,Receiving Yards,Pinnacle,1,2023-10-24T00:15:00,0.5652173913043478,MIN,SF,2023-10-23 16:04:00
68,Christian McCaffrey,35191,63.5,-115.0,over,Rush Yards,Pinnacle,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
69,Christian McCaffrey,35191,3.5,-135.0,over,Receptions,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
70,Christian McCaffrey,35191,95.5,-135.0,over,Rush+Rec Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
71,Christian McCaffrey,35191,27.5,-135.0,over,Receiving Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
72,Christian McCaffrey,35191,63.5,-135.0,over,Rush Yards,Underdog Fantasy,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
73,Christian McCaffrey,35191,3.5,100.0,over,Receptions,Bet365,1,2023-10-24T00:15:00,0.5,MIN,SF,2023-10-23 16:04:00
74,Christian McCaffrey,35191,12.5,-115.0,over,Longest Reception,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
75,Christian McCaffrey,35191,96.5,-115.0,over,Rush+Rec Yards,Bet365,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
76,Christian McCaffrey,35191,26.5,-110.0,over,Receiving Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
77,Christian McCaffrey,35191,64.5,-110.0,over,Rush Yards,Bet365,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
78,Christian McCaffrey,35191,3.5,-135.0,over,Receptions,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
79,Christian McCaffrey,35191,25.5,-135.0,over,Receiving Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
80,Christian McCaffrey,35191,65.5,-135.0,over,Rush Yards,PrizePicks,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
81,Christian McCaffrey,35191,3.5,-125.0,over,Receptions,BetOnline,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
82,Christian McCaffrey,35191,26.5,-125.0,over,Receiving Yards,BetOnline,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
83,Christian McCaffrey,35191,63.5,-112.0,over,Rush Yards,BetOnline,1,2023-10-24T00:15:00,0.5283018867924528,MIN,SF,2023-10-23 16:04:00
84,Christian McCaffrey,35191,3.5,-125.0,over,Receptions,SportsBetting,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
85,Christian McCaffrey,35191,26.5,-125.0,over,Receiving Yards,SportsBetting,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
86,Christian McCaffrey,35191,63.5,-112.0,over,Rush Yards,SportsBetting,1,2023-10-24T00:15:00,0.5283018867924528,MIN,SF,2023-10-23 16:04:00
87,Christian McCaffrey,35191,3.5,-125.0,over,Receptions,Bovada,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
88,Christian McCaffrey,35191,26.5,-125.0,over,Receiving Yards,Bovada,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
89,Christian McCaffrey,35191,63.5,-112.0,over,Rush Yards,Bovada,1,2023-10-24T00:15:00,0.5283018867924528,MIN,SF,2023-10-23 16:04:00
90,Christian McCaffrey,35191,95.5,-110.0,over,Rush+Rec Yards,PointsBet,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
91,Christian McCaffrey,35191,25.5,-115.0,over,Receiving Yards,PointsBet,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
92,Christian McCaffrey,35191,65.5,-110.0,over,Rush Yards,PointsBet,1,2023-10-24T00:15:00,0.5238095238095238,MIN,SF,2023-10-23 16:04:00
93,Christian McCaffrey,35191,14.5,-125.0,under,Rush Attempts,888sports,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
94,Christian McCaffrey,35191,16.5,-143.0,under,Rushing Attempts,888sports,1,2023-10-24T00:15:00,0.588477366255144,MIN,SF,2023-10-23 16:04:00
95,Christian McCaffrey,35191,3.5,-133.0,under,Receptions,888sports,1,2023-10-24T00:15:00,0.5708154506437768,MIN,SF,2023-10-23 16:04:00
96,Christian McCaffrey,35191,27.5,-125.0,under,Receiving Yards,888sports,1,2023-10-24T00:15:00,0.5555555555555556,MIN,SF,2023-10-23 16:04:00
97,Christian McCaffrey,35191,63.5,-120.0,under,Rush Yards,888sports,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
98,Christian McCaffrey,35191,14.5,-120.0,under,Rush Attempts,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
99,Christian McCaffrey,35191,16.5,-135.0,under,Rushing Attempts,BetMGM,1,2023-10-24T00:15:00,0.574468085106383,MIN,SF,2023-10-23 16:04:00
100,Christian McCaffrey,35191,13.5,-120.0,under,Longest Reception,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
101,Christian McCaffrey,35191,3.5,-120.0,under,Receptions,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
102,Christian McCaffrey,35191,95.5,-115.0,under,Rush+Rec Yards,BetMGM,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
103,Christian McCaffrey,35191,27.5,-120.0,under,Receiving Yards,BetMGM,1,2023-10-24T00:15:00,0.5454545454545454,MIN,SF,2023-10-23 16:04:00
104,Christian McCaffrey,35191,63.5,-115.0,under,Rush Yards,BetMGM,1,2023-10-24T00:15:00,0.5348837209302325,MIN,SF,2023-10-23 16:04:00
105,Christian McCaffrey,35191,14.5,-121.0,under,Rush Attempts,BetRivers,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
106,Christian McCaffrey,35191,15.5,104.0,under,Rushing Attempts,BetRivers,1,2023-10-24T00:15:00,0.4901960784313725,MIN,SF,2023-10-23 16:04:00
107,Christian McCaffrey,35191,12.5,103.0,under,Longest Reception,BetRivers,1,2023-10-24T00:15:00,0.4926108374384236,MIN,SF,2023-10-23 16:04:00
108,Christian McCaffrey,35191,3.5,-121.0,under,Receptions,BetRivers,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
109,Christian McCaffrey,35191,99.5,-155.0,under,Rush+Rec Yards,BetRivers,1,2023-10-24T00:15:00,0.6078431372549019,MIN,SF,2023-10-23 16:04:00
110,Christian McCaffrey,35191,26.5,-118.0,under,Receiving Yards,BetRivers,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
111,Christian McCaffrey,35191,64.5,-114.0,under,Rush Yards,BetRivers,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
112,Christian McCaffrey,35191,14.5,-121.0,under,Rush Attempts,Parx,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
113,Christian McCaffrey,35191,15.5,104.0,under,Rushing Attempts,Parx,1,2023-10-24T00:15:00,0.4901960784313725,MIN,SF,2023-10-23 16:04:00
114,Christian McCaffrey,35191,12.5,103.0,under,Longest Reception,Parx,1,2023-10-24T00:15:00,0.4926108374384236,MIN,SF,2023-10-23 16:04:00
115,Christian McCaffrey,35191,3.5,-121.0,under,Receptions,Parx,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
116,Christian McCaffrey,35191,99.5,-155.0,under,Rush+Rec Yards,Parx,1,2023-10-24T00:15:00,0.6078431372549019,MIN,SF,2023-10-23 16:04:00
117,Christian McCaffrey,35191,26.5,-118.0,under,Receiving Yards,Parx,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
118,Christian McCaffrey,35191,64.5,-114.0,under,Rush Yards,Parx,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
119,Christian McCaffrey,35191,14.5,-121.0,under,Rush Attempts,Unibet,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
120,Christian McCaffrey,35191,15.5,104.0,under,Rushing Attempts,Unibet,1,2023-10-24T00:15:00,0.4901960784313725,MIN,SF,2023-10-23 16:04:00
121,Christian McCaffrey,35191,12.5,103.0,under,Longest Reception,Unibet,1,2023-10-24T00:15:00,0.4926108374384236,MIN,SF,2023-10-23 16:04:00
122,Christian McCaffrey,35191,3.5,-121.0,under,Receptions,Unibet,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
123,Christian McCaffrey,35191,99.5,-155.0,under,Rush+Rec Yards,Unibet,1,2023-10-24T00:15:00,0.6078431372549019,MIN,SF,2023-10-23 16:04:00
124,Christian McCaffrey,35191,26.5,-118.0,under,Receiving Yards,Unibet,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
125,Christian McCaffrey,35191,64.5,-114.0,under,Rush Yards,Unibet,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
126,Christian McCaffrey,35191,14.5,-121.0,under,Rush Attempts,Sugarhouse,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
127,Christian McCaffrey,35191,15.5,104.0,under,Rushing Attempts,Sugarhouse,1,2023-10-24T00:15:00,0.4901960784313725,MIN,SF,2023-10-23 16:04:00
128,Christian McCaffrey,35191,12.5,103.0,under,Longest Reception,Sugarhouse,1,2023-10-24T00:15:00,0.4926108374384236,MIN,SF,2023-10-23 16:04:00
129,Christian McCaffrey,35191,3.5,-121.0,under,Receptions,Sugarhouse,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
130,Christian McCaffrey,35191,99.5,-155.0,under,Rush+Rec Yards,Sugarhouse,1,2023-10-24T00:15:00,0.6078431372549019,MIN,SF,2023-10-23 16:04:00
131,Christian McCaffrey,35191,26.5,-118.0,under,Receiving Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
132,Christian McCaffrey,35191,64.5,-114.0,under,Rush Yards,Sugarhouse,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
133,Christian McCaffrey,35191,14.5,-121.0,under,Rush Attempts,Four Winds,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
134,Christian McCaffrey,35191,15.5,104.0,under,Rushing Attempts,Four Winds,1,2023-10-24T00:15:00,0.4901960784313725,MIN,SF,2023-10-23 16:04:00
135,Christian McCaffrey,35191,12.5,103.0,under,Longest Reception,Four Winds,1,2023-10-24T00:15:00,0.4926108374384236,MIN,SF,2023-10-23 16:04:00
136,Christian McCaffrey,35191,3.5,-121.0,under,Receptions,Four Winds,1,2023-10-24T00:15:00,0.5475113122171946,MIN,SF,2023-10-23 16:04:00
137,Christian McCaffrey,35191,99.5,-155.0,under,Rush+Rec Yards,Four Winds,1,2023-10-24T00:15:00,0.6078431372549019,MIN,SF,2023-10-23 16:04:00
138,Christian McCaffrey,35191,26.5,-118.0,under,Receiving Yards,Four Winds,1,2023-10-24T00:15:00,0.5412844036697247,MIN,SF,2023-10-23 16:04:00
139,Christian McCaffrey,35191,64.5,-114.0,under,Rush Yards,Four Winds,1,2023-10-24T00:15:00,0.5327102803738317,MIN,SF,2023-10-23 16:04:00
