,player,team,line,stat,league,date,time
1629,Jerry,Falcons,27.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1630,Raijin,Falcons,25.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1631,BOROS,PARIVISION,21.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1632,lauNX,PARIVISION,18.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1633,bodyy,PARIVISION,16.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1634,mhL,PARIVISION,11.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1635,NBK-,PARIVISION,15.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1636,BELCHONOKK,Falcons,15.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1637,xsepower,Falcons,9.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1638,X5G7V,Falcons,14.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1639,Jerry,Falcons,14.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1640,Raijin,Falcons,14.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1641,jkaem,Sangal,33.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1642,CacaNito,Sangal,29.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1643,nawwk,Sangal,30.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1644,sense,Sangal,26.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1645,kyxsan,Sangal,27.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1646,kyuubii,Apeks,30.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1647,PANIX,Apeks,27.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1648,LNZ,Apeks,24.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1649,sausol,Apeks,23.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1650,Yxngstxr,Apeks,24.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1651,jkaem,Sangal,19.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1652,CacaNito,Sangal,16.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1653,nawwk,Sangal,11.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1654,sense,Sangal,14.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1655,kyxsan,Sangal,13.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1656,kyuubii,Apeks,15.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1657,PANIX,Apeks,8.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1658,LNZ,Apeks,13.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1659,sausol,Apeks,13.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1660,Yxngstxr,Apeks,13.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1661,KENSI,SINNERS,32.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1662,Norwi,SINNERS,31.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1663,lattykk,SINNERS,29.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1664,Lack1,SINNERS,29.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1665,SELLTER,SINNERS,26.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1666,SHOCK,Aurora,30.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1667,KWERTZZ,Aurora,30.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1668,oskar,Aurora,27.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1669,ZEDKO,Aurora,26.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1670,beastik,Aurora,23.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1671,KENSI,SINNERS,17.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1672,Norwi,SINNERS,16.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1673,lattykk,SINNERS,11.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1674,Lack1,SINNERS,15.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1675,SELLTER,SINNERS,14.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1676,SHOCK,Aurora,16.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1677,KWERTZZ,Aurora,19.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1678,oskar,Aurora,9.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1679,ZEDKO,Aurora,17.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1680,beastik,Aurora,13.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1681,w0nderful,The Prodigies,35.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1682,Zyphon,The Prodigies,30.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1683,Sam Howell,Weeks 6-9,955.5,Pass Yards,263,2023-10-12,2023-10-11 13:51:00
1684,Sam Howell,Weeks 6-9,5.5,Pass TDs,263,2023-10-12,2023-10-11 13:51:00
1685,spooke,The Prodigies,30.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1686,Sam Howell,Weeks 6-9,0.5,Rush TDs,263,2023-10-12,2023-10-11 13:51:00
1687,raalz,The Prodigies,26.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1688,Tauson,The Prodigies,25.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1689,Terry McLaurin,Weeks 6-9,255.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
1690,Gizmy,Sprout,27.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1691,P4TriCK,Sprout,26.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1692,Terry McLaurin,Weeks 6-9,1.5,Rec TDs,263,2023-10-12,2023-10-11 13:51:00
1693,shield,Sprout,26.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1694,Terry McLaurin,Weeks 6-9,18.5,Receptions,263,2023-10-12,2023-10-11 13:51:00
1695,krii,Sprout,24.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1696,consss,Sprout,23.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1697,Kendall Fuller,Weeks 6-9,0.5,INT,263,2023-10-12,2023-10-11 13:51:00
1698,w0nderful,The Prodigies,13.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1699,Zyphon,The Prodigies,17.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1700,spooke,The Prodigies,19.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1701,raalz,The Prodigies,16.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1702,Tauson,The Prodigies,13.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1703,Gizmy,Sprout,14.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1704,P4TriCK,Sprout,14.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1705,shield,Sprout,8.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1706,krii,Sprout,15.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1707,consss,Sprout,11.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1708,Sonic,Nouns,28.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1709,Umar,Nouns,25.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1710,nicx,Nouns,23.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1711,steel,Nouns,21.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1712,SummY,Nouns,19.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1713,nosraC,Bad News Bears,31.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1714,Bwills,Bad News Bears,29.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1715,MarKE,Bad News Bears,30.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1716,cynic,Bad News Bears,28.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1717,cJ,Bad News Bears,27.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1718,Sonic,Nouns,16.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1719,Umar,Nouns,10.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1720,nicx,Nouns,14.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1721,steel,Nouns,11.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1722,SummY,Nouns,11.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1723,nosraC,Bad News Bears,14.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1724,Bwills,Bad News Bears,15.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1725,MarKE,Bad News Bears,18.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1726,cynic,Bad News Bears,10.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1727,cJ,Bad News Bears,15.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1728,Cryptic,Badass,31.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1729,d4rty,Badass,30.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1730,SLIGHT,Badass,29.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1731,brett,Badass,30.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1732,freshie,Badass,28.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1733,dare,Wildcard,30.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1734,Fr3nk1e,Wildcard,28.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1735,snav,Wildcard,25.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1736,intra,Wildcard,26.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1737,Project90,Wildcard,25.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1738,Cryptic,Badass,14.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1739,d4rty,Badass,15.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1740,SLIGHT,Badass,9.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1741,brett,Badass,13.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1742,freshie,Badass,13.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1743,dare,Wildcard,11.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1744,Fr3nk1e,Wildcard,19.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1745,snav,Wildcard,13.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1746,intra,Wildcard,15.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1747,Project90,Wildcard,14.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1748,PwnAlone,Unjustified,30.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1749,Grizz,Unjustified,30.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1750,viz,Unjustified,27.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1751,spek,Unjustified,28.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1752,ben1337,Unjustified,26.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1753,Wolffe,Party Astronauts,28.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1754,Cyrix,Party Astronauts,26.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1755,Lake,Party Astronauts,27.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1756,arcade,Party Astronauts,25.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1757,Seb,Party Astronauts,24.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1758,PwnAlone,Unjustified,9.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1759,Grizz,Unjustified,16.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1760,viz,Unjustified,14.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1761,spek,Unjustified,17.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1762,ben1337,Unjustified,12.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1763,Wolffe,Party Astronauts,16.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1764,Cyrix,Party Astronauts,10.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1765,Lake,Party Astronauts,14.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1766,arcade,Party Astronauts,13.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1767,Seb,Party Astronauts,11.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1768,Cooper,Rocket,31.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1769,freakazoid,Rocket,30.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1770,fl0m,Rocket,27.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1771,hate,Rocket,26.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1772,Trucklover86,Rocket,26.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1773,nero,Mythic,32.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1774,droid,Mythic,32.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1775,Elk,Mythic,25.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1776,aleph,Mythic,26.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1777,R2D2J,Mythic,23.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1778,Cooper,Rocket,12.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1779,freakazoid,Rocket,15.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1780,fl0m,Rocket,11.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1781,hate,Rocket,14.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1782,Trucklover86,Rocket,17.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1783,nero,Mythic,14.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1784,droid,Mythic,17.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1785,Elk,Mythic,13.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1786,aleph,Mythic,12.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1787,R2D2J,Mythic,13.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1788,dea,Take Flyte,34.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1789,sacrifice,Take Flyte,30.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1790,Jason,Take Flyte,27.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1791,Peeping,Take Flyte,27.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1792,LEARSI,Take Flyte,25.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1793,CoJoMo,FLUFFY AIMERS,29.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1794,mds,FLUFFY AIMERS,26.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1795,Sandman,FLUFFY AIMERS,27.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1796,Gabe,FLUFFY AIMERS,25.5,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1797,xaler,FLUFFY AIMERS,25.0,MAPS 1-2 Kills,265,2023-10-12,2023-10-11 13:51:00
1798,dea,Take Flyte,12.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1799,sacrifice,Take Flyte,17.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1800,Jason,Take Flyte,14.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1801,Peeping,Take Flyte,16.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1802,LEARSI,Take Flyte,14.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1803,CoJoMo,FLUFFY AIMERS,10.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1804,mds,FLUFFY AIMERS,13.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1805,Sandman,FLUFFY AIMERS,17.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1806,Gabe,FLUFFY AIMERS,13.5,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1807,xaler,FLUFFY AIMERS,13.0,MAPS 1-2 Headshots,265,2023-10-12,2023-10-11 13:51:00
1808,Deacon Hill,WIS,125.5,Pass Yards,15,2023-10-14,2023-10-11 13:51:00
1809,Tanner Mordecai,IOW,180.5,Pass Yards,15,2023-10-14,2023-10-11 13:51:00
1810,Deacon Hill,WIS,0.5,Pass INTs,15,2023-10-14,2023-10-11 13:51:00
1811,Braelon Allen,IOW,94.5,Rush Yards,15,2023-10-14,2023-10-11 13:51:00
1812,Jackson Acker,IOW,29.5,Rush Yards,15,2023-10-14,2023-10-11 13:51:00
1813,Tanner Mordecai,IOW,28.5,Rush Yards,15,2023-10-14,2023-10-11 13:51:00
1814,Tanner Mordecai,IOW,210.5,Pass+Rush Yds,15,2023-10-14,2023-10-11 13:51:00
1815,Bryson Green,IOW,20.5,Receiving Yards,15,2023-10-14,2023-10-11 13:51:00
1816,Chimere Dike,IOW,28.5,Receiving Yards,15,2023-10-14,2023-10-11 13:51:00
1817,Diante Vines,WIS,20.5,Receiving Yards,15,2023-10-14,2023-10-11 13:51:00
1818,Erick All,WIS,41.5,Receiving Yards,15,2023-10-14,2023-10-11 13:51:00
1819,Nico Ragaini,WIS,16.5,Receiving Yards,15,2023-10-14,2023-10-11 13:51:00
1820,Will Pauling,IOW,29.5,Receiving Yards,15,2023-10-14,2023-10-11 13:51:00
1821,Stuart Skinner,VAN,26.5,Goalie Saves,8,2023-10-11,2023-10-11 13:51:00
1822,Thatcher Demko,EDM,28.5,Goalie Saves,8,2023-10-11,2023-10-11 13:51:00
1823,podi,Sashi,40.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1824,myltsi,Sashi,37.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1825,juissi,Sashi,36.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1826,HENU,Sashi,34.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1827,S1rva,Sashi,28.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1828,J3nsyy,ENCE Academy,39.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1829,aizy,ENCE Academy,38.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1830,PR1mE,ENCE Academy,37.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1831,Speedy,ENCE Academy,33.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1832,nut nut,ENCE Academy,33.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1833,podi,Sashi,10.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1834,myltsi,Sashi,19.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1835,juissi,Sashi,23.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1836,HENU,Sashi,15.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1837,S1rva,Sashi,14.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1838,J3nsyy,ENCE Academy,12.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1839,aizy,ENCE Academy,20.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1840,PR1mE,ENCE Academy,20.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1841,Speedy,ENCE Academy,17.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1842,nut nut,ENCE Academy,18.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1843,DEPRESHN,FTW,38.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1844,tAk,FTW,34.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1845,Svedjehed,FTW,36.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1846,Dementor,FTW,37.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1847,delle,FTW,35.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1848,NOPEEJ,AGO,35.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1849,Shr,AGO,37.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1850,pr,AGO,34.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1851,stadodo,AGO,34.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1852,Ag1l,AGO,34.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-11 13:51:00
1853,DEPRESHN,FTW,11.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1854,tAk,FTW,16.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1855,Svedjehed,FTW,16.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1856,Dementor,FTW,16.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1857,delle,FTW,18.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1858,NOPEEJ,AGO,18.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1859,Shr,AGO,17.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1860,pr,AGO,17.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1861,stadodo,AGO,11.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1862,Ag1l,AGO,16.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-11 13:51:00
1863,John Tavares,MTL,9.5,Faceoffs Won,8,2023-10-11,2023-10-11 13:51:00
1864,Nicholas Suzuki,TOR,8.5,Faceoffs Won,8,2023-10-11,2023-10-11 13:51:00
1865,Sebastian Aho,OTT,7.0,Faceoffs Won,8,2023-10-11,2023-10-11 13:51:00
1866,Anze Kopitar,COL,11.5,Faceoffs Won,8,2023-10-11,2023-10-11 13:51:00
1867,Nathan MacKinnon,LA,7.0,Faceoffs Won,8,2023-10-11,2023-10-11 13:51:00
1868,Connor McDavid,VAN,6.5,Faceoffs Won,8,2023-10-11,2023-10-11 13:51:00
1869,Elias Lindholm,WPG,10.5,Faceoffs Won,8,2023-10-11,2023-10-11 13:51:00
1870,Mark Scheifele,CGY,7.0,Faceoffs Won,8,2023-10-11,2023-10-11 13:51:00
1871,Jacob Markstrom,WPG,26.5,Goalie Saves,8,2023-10-11,2023-10-11 13:51:00
1872,Auston Matthews,MTL,5.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1873,Nicholas Suzuki,TOR,2.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1874,T.J. Brodie,MTL,2.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1875,David Savard,TOR,3.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1876,Tim Stutzle,CAR,3.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1877,Brent Burns,OTT,4.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1878,Mathieu Joseph,CAR,1.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1879,David Pastrnak,CHI,5.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1880,Taylor Hall,BOS,2.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1881,Charlie McAvoy,CHI,3.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1882,Tyler Johnson,BOS,2.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1883,Pierre-Luc Dubois,COL,3.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1884,Bowen Byram,LA,2.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1885,Vladislav Gavrikov,COL,2.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1886,Devon Toews,LA,3.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1887,Ryan Nugent-Hopkins,VAN,2.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1888,Leon Draisaitl,VAN,3.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1889,Mikael Backlund,WPG,3.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1890,Kyle Connor,CGY,3.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1891,Nazem Kadri,WPG,3.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1892,Josh Morrissey,CGY,3.5,SOG + BS,8,2023-10-11,2023-10-11 13:51:00
1893,Connor Hellebuyck,CGY,29.5,Goalie Saves,8,2023-10-11,2023-10-11 13:51:00
