,player,team,line,stat,league,date,time
0,Isiah Pacheco,Weeks 6-9,2.5,Rush TDs,263,2023-10-12,2023-10-11 13:51:00
1,Bijan Robinson,Weeks 6-9,299.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
2,Tyreek Hill,Weeks 6-9,405.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
3,Travis Kelce,Weeks 6-9,26.5,Receptions,263,2023-10-12,2023-10-11 13:51:00
4,Ludvig Aberg,RD1,14.5,Greens In Regulation,1,2023-10-12,2023-10-11 13:51:00
5,Milton Doyle,Illawarra Hawks,2.5,3P,238,2023-10-12,2023-10-11 13:51:00
6,Tom Kim,RD1,10.5,Fairways Hit,1,2023-10-12,2023-10-11 13:51:00
7,Breanna Stewart,LVA,10.0,FG Missed,3,2023-10-11,2023-10-11 13:51:00
8,Hubert Hurkacz,F. Marozsan (Shanghai),10.0,2nd Set - Total Games,244,2023-10-12,2023-10-11 13:51:00
9,Patrick Mahomes,Weeks 6-9,1160.5,Pass Yards,263,2023-10-12,2023-10-11 13:51:00
10,Chris Jones,Weeks 6-9,3.75,Sacks,263,2023-10-12,2023-10-11 13:51:00
11,Cooper Kupp,Weeks 6-9,385.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
12,Travis Kelce,Weeks 6-9,2.5,Rec TDs,263,2023-10-12,2023-10-11 13:51:00
13,Breanna Stewart,LVA,9.0,TRB,3,2023-10-11,2023-10-11 13:51:00
14,Breanna Stewart,LVA,2.5,BLK+STL,3,2023-10-11,2023-10-11 13:51:00
15,Isiah Pacheco,Weeks 6-9,305.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
16,Cooper Kupp,Weeks 6-9,28.5,Receptions,263,2023-10-12,2023-10-11 13:51:00
17,Ronald Acuna Jr.,PHI,9.0,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
18,Jayson Tatum,PHI,16.5,PTS,237,2023-10-11,2023-10-11 13:51:00
19,Breanna Stewart,LVA,12.0,TRB+AST,3,2023-10-11,2023-10-11 13:51:00
20,Will Clyburn,Real Madrid,5.5,TRB,151,2023-10-12,2023-10-11 13:51:00
21,Josh Allen,Weeks 6-9,1085.5,Pass Yards,263,2023-10-12,2023-10-11 13:51:00
22,Lebron James,2023-2024 Season,7.9,Rebounds Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
23,Hubert Hurkacz,F. Marozsan (Shanghai),24.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
24,Aaron Nola,ATL 1+2 Innings,2.0,Pitcher Strikeouts,231,2023-10-11,2023-10-11 13:51:00
25,Will Clyburn,Real Madrid,14.5,PTS,151,2023-10-12,2023-10-11 13:51:00
26,Breanna Stewart,LVA,30.0,PTS+TRB,3,2023-10-11,2023-10-11 13:51:00
27,Patrick Mahomes + Russell Wilson,DEN/KC,488.5,Pass Yards (Combo),9,2023-10-12,2023-10-11 13:51:00
28,Breanna Stewart,LVA,4.5,FT,3,2023-10-11,2023-10-11 13:51:00
29,Jon Rahm,RD1,67.0,Strokes,131,2023-10-12,2023-10-11 13:51:00
30,Patrick Mahomes,Weeks 6-9,8.5,Pass TDs,263,2023-10-12,2023-10-11 13:51:00
31,Breanna Stewart,LVA,7.5,Defensive Rebounds,3,2023-10-11,2023-10-11 13:51:00
32,Bryce Harper + Matt Olson + Marcell Ozuna,ATL/PHI/PHI,0.5,Home Runs (Combo),2,2023-10-11,2023-10-11 13:51:00
33,Josh Allen,Weeks 6-9,8.5,Pass TDs,263,2023-10-12,2023-10-11 13:51:00
34,Breanna Stewart,LVA,1.5,TOV,3,2023-10-11,2023-10-11 13:51:00
35,Hubert Hurkacz,F. Marozsan (Shanghai),5.5,2nd Set - Aces,244,2023-10-12,2023-10-11 13:51:00
36,Harrison Butker,Weeks 6-9,7.5,FG Made,263,2023-10-12,2023-10-11 13:51:00
37,Lebron James,2023-2024 Season,1.5,Technical Fouls,173,2023-10-24,2023-10-11 13:51:00
38,Hubert Hurkacz,F. Marozsan (Shanghai),10.0,3rd Set - Total Games,244,2023-10-12,2023-10-11 13:51:00
39,Hubert Hurkacz,F. Marozsan (Shanghai),2.0,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
40,Hubert Hurkacz,F. Marozsan (Shanghai),13.5,Aces,5,2023-10-12,2023-10-11 13:51:00
41,Yatoro,9P (MAPS 1-2 Kills),19.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
42,Patrick Mahomes,Weeks 6-9,0.5,Rush TDs,263,2023-10-12,2023-10-11 13:51:00
43,Djoko,Spirit,14.0,MAP 3 Kills,265,2023-10-11,2023-10-11 13:51:00
44,Breanna Stewart,LVA,7.5,FG Made,3,2023-10-11,2023-10-11 13:51:00
45,Breanna Stewart,LVA,21.0,PTS,3,2023-10-11,2023-10-11 13:51:00
46,Lebron James,2023-2024 Season,6.8,Assists Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
47,Lebron James,2023-2024 Season,2.3,3PT Made Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
48,Lebron James,2023-2024 Season,4.5,Triple-Doubles,173,2023-10-24,2023-10-11 13:51:00
49,Breanna Stewart,LVA 1st Half,16.5,PTS+TRB+AST,193,2023-10-11,2023-10-11 13:51:00
50,Jamal Murray	,2023-2024 Season,4.5,Double-Doubles,173,2023-10-24,2023-10-11 13:51:00
51,Hubert Hurkacz,F. Marozsan (Shanghai),10.0,1st Set - Total Games,244,2023-10-12,2023-10-11 13:51:00
52,Riley Dixon,KC,4.5,Punts,9,2023-10-12,2023-10-11 13:51:00
53,Travis Kelce,Weeks 6-9,289.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
54,Lexi Thompson,TPC Summerlin  RD 1,74.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
55,Lexi Thompson,TPC Summerlin  RD 1,2.5,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
56,Aaron Nola,ATL 1st Inning,15.5,Pitches Thrown,231,2023-10-11,2023-10-11 13:51:00
57,Breanna Stewart,LVA,33.0,PTS+TRB+AST,3,2023-10-11,2023-10-11 13:51:00
58,Lebron James,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24,2023-10-11 13:51:00
59,Breanna Stewart,LVA,24.0,PTS+AST,3,2023-10-11,2023-10-11 13:51:00
60,Hubert Hurkacz,F. Marozsan (Shanghai),5.5,1st Set - Aces,244,2023-10-12,2023-10-11 13:51:00
61,Lebron James,2023-2024 Season,27.1,Points Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
62,Breanna Stewart,LVA 1st Half,10.5,PTS,193,2023-10-11,2023-10-11 13:51:00
63,Breanna Stewart,LVA,17.0,FGA,3,2023-10-11,2023-10-11 13:51:00
64,Will Clyburn,Real Madrid,21.5,PTS+TRB+AST,151,2023-10-12,2023-10-11 13:51:00
65,Breanna Stewart,LVA,4.5,3-PT Attempted,3,2023-10-11,2023-10-11 13:51:00
66,Aaron Nola + Auston Matthews,ATL/MTL,9.5,Strikeouts + Shots On Goal,266,2023-10-11,2023-10-11 13:51:00
67,Connor Bedard + Sabrina Ionescu,BOS/LVA,7.5,Shots On Goal + 3-PT Made,266,2023-10-11,2023-10-11 13:51:00
68,Milton Doyle,Illawarra Hawks,28.5,PTS+TRB+AST,238,2023-10-12,2023-10-11 13:51:00
69,DelBisky,MLT Esports GC (MAPS 1-2 Kills),36.0,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
70,Milton Doyle,Illawarra Hawks,19.5,PTS,238,2023-10-12,2023-10-11 13:51:00
71,Maxx Crosby,Weeks 6-9,3.25,Sacks,263,2023-10-12,2023-10-11 13:51:00
72,A'ja Wilson,NYL,31.0,PTS+TRB,3,2023-10-11,2023-10-11 13:51:00
73,Myles Garrett,Weeks 6-9,4.0,Sacks,263,2023-10-12,2023-10-11 13:51:00
74,Ben Shelton,S. Korda (Shanghai),1.5,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
75,Maka,Spirit,14.5,MAP 3 Kills,265,2023-10-11,2023-10-11 13:51:00
76,Nikola Jokic,2023-2024 Season,11.9,Rebounds Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
77,Ben Shelton,S. Korda (Shanghai),3.0,2nd Set - Aces,244,2023-10-12,2023-10-11 13:51:00
78,Nikola Jokic,2023-2024 Season,9.4,Assists Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
79,Dzanan Musa,Anadolu Efes Istanbul,1.5,3P,151,2023-10-12,2023-10-11 13:51:00
80,Ludvig Aberg,TPC Summerlin  RD 1,5.5,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
81,Ben Shelton,S. Korda (Shanghai),10.0,3rd Set - Total Games,244,2023-10-12,2023-10-11 13:51:00
82,Ronald Acuna Jr. + Kyle Schwarber + Trea Turner,PHI/ATL/ATL,0.5,Home Runs (Combo),2,2023-10-11,2023-10-11 13:51:00
83,A'ja Wilson,NYL,32.5,PTS+TRB+AST,3,2023-10-11,2023-10-11 13:51:00
84,Larl,9P (MAPS 1-2 Kills),13.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
85,Tyrese Maxey,BOS,18.5,PTS,237,2023-10-11,2023-10-11 13:51:00
86,Ben Shelton,S. Korda (Shanghai),10.0,1st Set - Total Games,244,2023-10-12,2023-10-11 13:51:00
87,Ludvig Aberg,TPC Summerlin  RD 1,67.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
88,Ben Shelton,S. Korda (Shanghai),3.0,1st Set - Aces,244,2023-10-12,2023-10-11 13:51:00
89,Stefon Diggs,Weeks 6-9,375.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
90,Nikola Jokic,2023-2024 Season,24.5,Triple-Doubles,173,2023-10-24,2023-10-11 13:51:00
91,Dzanan Musa,Anadolu Efes Istanbul,14.5,PTS,151,2023-10-12,2023-10-11 13:51:00
92,A'ja Wilson,NYL,5.5,FT,3,2023-10-11,2023-10-11 13:51:00
93,Stefon Diggs,Weeks 6-9,2.5,Rec TDs,263,2023-10-12,2023-10-11 13:51:00
94,Trea Turner,ATL,8.5,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
95,Ben Shelton,S. Korda (Shanghai),10.0,2nd Set - Total Games,244,2023-10-12,2023-10-11 13:51:00
96,A'ja Wilson,NYL,22.0,PTS,3,2023-10-11,2023-10-11 13:51:00
97,A'ja Wilson,NYL,7.0,FG Missed,3,2023-10-11,2023-10-11 13:51:00
98,Bryce Elder,PHI 1+2 Innings,1.5,Pitcher Strikeouts,231,2023-10-11,2023-10-11 13:51:00
99,Si Woo Kim,RD1,10.0,Fairways Hit,1,2023-10-12,2023-10-11 13:51:00
100,A'ja Wilson,NYL,15.5,FGA,3,2023-10-11,2023-10-11 13:51:00
101,Tyler Harvey,Tasmania JackJumpers,19.5,PTS,238,2023-10-12,2023-10-11 13:51:00
102,mija,MLT Esports GC (MAPS 1-2 Kills),34.5,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
103,Kenneth Walker III,Weeks 6-9,2.5,Rush TDs,263,2023-10-12,2023-10-11 13:51:00
104,Jose Urquidy + David Pastrnak,MIN/CHI,8.5,Strikeouts + Shots On Goal,266,2023-10-11,2023-10-11 13:51:00
105,Tyreek Hill,Weeks 6-9,28.5,Receptions,263,2023-10-12,2023-10-11 13:51:00
106,Josh Allen,Weeks 6-9,1.5,Rush TDs,263,2023-10-12,2023-10-11 13:51:00
107,Kelsey Plum + Connor McDavid,NYL/VAN,6.5,Shots On Goal + 3-PT Made,266,2023-10-11,2023-10-11 13:51:00
108,Josh Jacobs,Weeks 6-9,299.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
109,Nikola Jokic,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24,2023-10-11 13:51:00
110,A'ja Wilson,NYL 1st Half,16.5,PTS+TRB+AST,193,2023-10-11,2023-10-11 13:51:00
111,Nikola Jokic,2023-2024 Season,25.6,Points Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
112,Nikola Jokic,2023-2024 Season,16.5,30+ Point Games,173,2023-10-24,2023-10-11 13:51:00
113,Tommy Townsend,DEN,3.0,Punts,9,2023-10-12,2023-10-11 13:51:00
114,Dzanan Musa,Anadolu Efes Istanbul,21.5,PTS+TRB+AST,151,2023-10-12,2023-10-11 13:51:00
115,A'ja Wilson,NYL,9.0,TRB,3,2023-10-11,2023-10-11 13:51:00
116,A'ja Wilson,NYL 1st Half,11.0,PTS,193,2023-10-11,2023-10-11 13:51:00
117,Ben Shelton,S. Korda (Shanghai),7.5,Aces,5,2023-10-12,2023-10-11 13:51:00
118,Nikola Jokic,2023-2024 Season,5.5,Technical Fouls,173,2023-10-24,2023-10-11 13:51:00
119,Justin Rose,RD1,68.0,Strokes,131,2023-10-12,2023-10-11 13:51:00
120,A'ja Wilson,NYL,8.5,FG Made,3,2023-10-11,2023-10-11 13:51:00
121,A'ja Wilson,NYL,1.5,TOV,3,2023-10-11,2023-10-11 13:51:00
122,Tom Kim,RD1,14.5,Greens In Regulation,1,2023-10-12,2023-10-11 13:51:00
123,Ben Shelton,S. Korda (Shanghai),24.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
124,Austin Reaves ,2023-2024 Season,1.5,Double-Doubles,173,2023-10-24,2023-10-11 13:51:00
125,A'ja Wilson,NYL,7.0,Defensive Rebounds,3,2023-10-11,2023-10-11 13:51:00
126,RAMZES666,TSpirit (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
127,Tom Kim,TPC Summerlin  RD 1,5.5,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
128,Sabrina Ionescu,LVA,9.5,TRB+AST,3,2023-10-11,2023-10-11 13:51:00
129,Aaron Rai,RD1,14.5,Greens In Regulation,1,2023-10-12,2023-10-11 13:51:00
130,Anthony Davis,2023-2024 Season,17.5,30+ Point Games,173,2023-10-24,2023-10-11 13:51:00
131,Sabrina Ionescu,LVA,7.0,3-PT Attempted,3,2023-10-11,2023-10-11 13:51:00
132,Yannik Paul,RD1,68.5,Strokes,131,2023-10-12,2023-10-11 13:51:00
133,KDG,MLT Esports GC (MAPS 1-2 Kills),34.0,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
134,hAdji,Spirit,14.5,MAP 3 Kills,265,2023-10-11,2023-10-11 13:51:00
135,Aaron Gordon ,2023-2024 Season,6.5,Technical Fouls,173,2023-10-24,2023-10-11 13:51:00
136,Jorge Polanco + Yordan Alvarez + Royce Lewis,HOU/MIN/HOU,0.5,Home Runs (Combo),2,2023-10-11,2023-10-11 13:51:00
137,Aaron Gordon ,2023-2024 Season,1.5,30+ Point Games,173,2023-10-24,2023-10-11 13:51:00
138,Shane Larkin,Real Madrid,14.5,PTS,151,2023-10-12,2023-10-11 13:51:00
139,Tom Kim,TPC Summerlin  RD 1,67.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
140,Sabrina Ionescu,LVA,20.5,PTS+AST,3,2023-10-11,2023-10-11 13:51:00
141,Sabrina Ionescu,LVA,4.5,AST,3,2023-10-11,2023-10-11 13:51:00
142,W.Koolhof/N.Skupski,S. Doumbia/F. Reboul (Shanghai),2.0,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
143,Jaylen Brown,PHI,15.5,PTS,237,2023-10-11,2023-10-11 13:51:00
144,Adam Hadwin,RD1,10.0,Fairways Hit,1,2023-10-12,2023-10-11 13:51:00
145,Anthony Davis,2023-2024 Season,25.5,Points Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
146,Sabrina Ionescu,LVA 1st Half,13.0,PTS+TRB+AST,193,2023-10-11,2023-10-11 13:51:00
147,Sabrina Ionescu,LVA,16.0,PTS,3,2023-10-11,2023-10-11 13:51:00
148,Sabrina Ionescu,LVA,12.5,FGA,3,2023-10-11,2023-10-11 13:51:00
149,Sabrina Ionescu,LVA 1st Half,8.0,PTS,193,2023-10-11,2023-10-11 13:51:00
150,W.Koolhof/N.Skupski,S. Doumbia/F. Reboul (Shanghai),9.5,1st Set - Total Games,244,2023-10-12,2023-10-11 13:51:00
151,Matt Olson,PHI,6.5,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
152,Jordon Crawford,Illawarra Hawks,4.5,AST,238,2023-10-12,2023-10-11 13:51:00
153,Sabrina Ionescu,LVA,5.5,FG Made,3,2023-10-11,2023-10-11 13:51:00
154,A.J. Brown,Weeks 6-9,345.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
155,Stefon Diggs,Weeks 6-9,27.5,Receptions,263,2023-10-12,2023-10-11 13:51:00
156,Anthony Davis,2023-2024 Season,11.7,Rebounds Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
157,Lamar Jackson,Weeks 6-9,1.5,Rush TDs,263,2023-10-12,2023-10-11 13:51:00
158,Jordon Crawford,Illawarra Hawks,15.5,PTS,238,2023-10-12,2023-10-11 13:51:00
159,D'Andre Swift,Weeks 6-9,285.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
160,W.Koolhof/N.Skupski,S. Doumbia/F. Reboul (Shanghai),9.5,2nd Set - Total Games,244,2023-10-12,2023-10-11 13:51:00
161,Anthony Davis,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24,2023-10-11 13:51:00
162,W.Koolhof/N.Skupski,S. Doumbia/F. Reboul (Shanghai),20.0,Total Games,5,2023-10-12,2023-10-11 13:51:00
163,Sabrina Ionescu,LVA,25.5,PTS+TRB+AST,3,2023-10-11,2023-10-11 13:51:00
164,Gabriel Davis,Weeks 6-9,230.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
165,Sabrina Ionescu,LVA,7.0,FG Missed,3,2023-10-11,2023-10-11 13:51:00
166,Yannik Paul,Romain Langasque,0.0,Birdies or Better Matchup,131,2023-10-12,2023-10-11 13:51:00
167,Sabrina Ionescu,LVA,21.0,PTS+TRB,3,2023-10-11,2023-10-11 13:51:00
168,Kelsey Plum,NYL,19.0,PTS,3,2023-10-11,2023-10-11 13:51:00
169,Kelsey Plum,NYL,7.5,FG Missed,3,2023-10-11,2023-10-11 13:51:00
170,Kelsey Plum,NYL,14.0,FGA,3,2023-10-11,2023-10-11 13:51:00
171,Justin Robinson,Tasmania JackJumpers,4.5,AST,238,2023-10-12,2023-10-11 13:51:00
172,Kelsey Plum,NYL,6.5,3-PT Attempted,3,2023-10-11,2023-10-11 13:51:00
173,Kelsey Plum,NYL,23.0,PTS+AST,3,2023-10-11,2023-10-11 13:51:00
174,Kachow,MLT Esports GC (MAPS 1-2 Kills),30.5,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
175,kiyotaka,TSpirit (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
176,Lucky,Spirit,13.0,MAP 3 Kills,265,2023-10-11,2023-10-11 13:51:00
177,Aaron Rai,RD1,10.0,Fairways Hit,1,2023-10-12,2023-10-11 13:51:00
178,R. Bopanna/M. Ebden,M. Arevalo/J. Rojer (Shanghai),10.0,1st Set - Total Games,244,2023-10-12,2023-10-11 13:51:00
179,Joost Luiten,Thorbjorn Olesen,0.0,Birdies or Better Matchup,131,2023-10-12,2023-10-11 13:51:00
180,Kenneth Walker III,Weeks 6-9,274.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
181,Haason Reddick,Weeks 6-9,3.25,Sacks,263,2023-10-12,2023-10-11 13:51:00
182,Justin Fields,Weeks 6-9,1.5,Rush TDs,263,2023-10-12,2023-10-11 13:51:00
183,Kelsey Plum,NYL,4.0,AST,3,2023-10-11,2023-10-11 13:51:00
184,Facundo Campazzo,Anadolu Efes Istanbul,1.5,3P,151,2023-10-12,2023-10-11 13:51:00
185,Kelsey Plum,NYL 1st Half,12.5,PTS+TRB+AST,193,2023-10-11,2023-10-11 13:51:00
186,R. Bopanna/M. Ebden,M. Arevalo/J. Rojer (Shanghai),1.5,Break Points Won,5,2023-10-12,2023-10-11 13:51:00
187,R. Bopanna/M. Ebden,M. Arevalo/J. Rojer (Shanghai),10.0,2nd Set - Total Games,244,2023-10-12,2023-10-11 13:51:00
188,Luke List,RD1,14.5,Greens In Regulation,1,2023-10-12,2023-10-11 13:51:00
189,Cameron Davis,TPC Summerlin  RD 1,5.0,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
190,Cameron Davis,TPC Summerlin  RD 1,67.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
191,Kelsey Plum,NYL,25.5,PTS+TRB+AST,3,2023-10-11,2023-10-11 13:51:00
192,Paul Reed,BOS,8.5,PTS,237,2023-10-11,2023-10-11 13:51:00
193,Facundo Campazzo,Anadolu Efes Istanbul,13.5,PTS,151,2023-10-12,2023-10-11 13:51:00
194,Kelsey Plum,NYL,2.5,3P,3,2023-10-11,2023-10-11 13:51:00
195,Kelsey Plum,NYL,3.5,FT,3,2023-10-11,2023-10-11 13:51:00
196,Kelsey Plum,NYL 1st Half,9.5,PTS,193,2023-10-11,2023-10-11 13:51:00
197,Kelsey Plum,NYL,6.5,FG Made,3,2023-10-11,2023-10-11 13:51:00
198,Max Muncy + Christian Walker + J.D. Martinez,ARI/LAD/ARI,0.5,Home Runs (Combo),2,2023-10-11,2023-10-11 13:51:00
199,Cameron Davis,Adam Svensson,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
200,Bryce Harper,ATL,7.5,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
201,Joost Luiten,RD1,68.5,Strokes,131,2023-10-12,2023-10-11 13:51:00
202,Davante Adams,Weeks 6-9,330.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
203,R. Bopanna/M. Ebden,M. Arevalo/J. Rojer (Shanghai),20.5,Total Games,5,2023-10-12,2023-10-11 13:51:00
204,Keenan Allen,Weeks 6-9,28.5,Receptions,263,2023-10-12,2023-10-11 13:51:00
205,Tyler Bass,Weeks 6-9,6.5,FG Made,263,2023-10-12,2023-10-11 13:51:00
206,Facundo Campazzo,Anadolu Efes Istanbul,6.5,AST,151,2023-10-12,2023-10-11 13:51:00
207,Justin Robinson,Tasmania JackJumpers,15.5,PTS,238,2023-10-12,2023-10-11 13:51:00
208,Damian Lillard,2023-2024 Season,27.2,Points Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
209,J.T. Poston,TPC Summerlin  RD 1,5.0,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
210,J.T. Poston,TPC Summerlin  RD 1,68.0,Strokes,1,2023-10-12,2023-10-11 13:51:00
211,Courtney Vandersloot,LVA,16.0,PTS+AST,3,2023-10-11,2023-10-11 13:51:00
212,Josh Jacobs,Weeks 6-9,2.5,Rush TDs,263,2023-10-12,2023-10-11 13:51:00
213,Davante Adams,Weeks 6-9,26.5,Receptions,263,2023-10-12,2023-10-11 13:51:00
214,Payton Pritchard,PHI,15.5,PTS,237,2023-10-11,2023-10-11 13:51:00
215,Emina Bektas,S. Jang (Seoul),4.5,Aces,5,2023-10-11,2023-10-11 13:51:00
216,Courtney Vandersloot,LVA,10.0,TRB+AST,3,2023-10-11,2023-10-11 13:51:00
217,Courtney Vandersloot,LVA,19.5,PTS+TRB+AST,3,2023-10-11,2023-10-11 13:51:00
218,Leonard Floyd,Weeks 6-9,2.75,Sacks,263,2023-10-12,2023-10-11 13:51:00
219,Darius Thompson,Real Madrid,9.5,PTS,151,2023-10-12,2023-10-11 13:51:00
220,Courtney Vandersloot,LVA,5.5,FG Missed,3,2023-10-11,2023-10-11 13:51:00
221,Romain Langasque,Adrian Otaegui,0.0,Birdies or Better Matchup,131,2023-10-12,2023-10-11 13:51:00
222,Travis Kelce,DEN,0.5,Pass+Rush+Rec TDs,9,2023-10-12,2023-10-11 13:51:00
223,Romain Langasque,RD1,68.5,Strokes,131,2023-10-12,2023-10-11 13:51:00
224,Emina Bektas,S. Jang (Seoul),4.0,Break Points Won,5,2023-10-11,2023-10-11 13:51:00
225,Keenan Allen,Weeks 6-9,320.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
226,Stephen Curry,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-24,2023-10-11 13:51:00
227,Jack McVeigh,Illawarra Hawks,14.5,PTS,238,2023-10-12,2023-10-11 13:51:00
228,Emina Bektas,S. Jang (Seoul),21.5,Total Games,5,2023-10-11,2023-10-11 13:51:00
229,Stephen Curry,2023-2024 Season,28.9,Points Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
230,Stephen Curry,2023-2024 Season,6.0,Assists Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
231,Stephen Curry,2023-2024 Season,9.5,Double-Doubles,173,2023-10-24,2023-10-11 13:51:00
232,eluwu,NYX Kyosei (MAPS 1-2 Kills),37.5,MAPS 1-2 Kills,159,2023-10-12,2023-10-11 13:51:00
233,Austin Riley,PHI,6.5,Hitter Fantasy Score,2,2023-10-11,2023-10-11 13:51:00
234,Ex3rcice,Spirit,13.0,MAP 3 Kills,265,2023-10-11,2023-10-11 13:51:00
235,Brian Robinson Jr.,Weeks 6-9,246.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
236,Courtney Vandersloot,LVA,6.5,AST,3,2023-10-11,2023-10-11 13:51:00
237,Aaron Nola,ATL,5.0,Pitcher Strikeouts,2,2023-10-11,2023-10-11 13:51:00
238,Courtney Vandersloot,LVA 1st Half,9.5,PTS+TRB+AST,193,2023-10-11,2023-10-11 13:51:00
239,Stephen Curry,2023-2024 Season,4.8,3PT Made Per Game AVG,173,2023-10-24,2023-10-11 13:51:00
240,Joe Ryan,HOU,4.5,Hits Allowed,2,2023-10-11,2023-10-11 13:51:00
241,Micah Hyde,Weeks 6-9,0.5,INT,263,2023-10-12,2023-10-11 13:51:00
242,Darius Thompson,Real Madrid,5.5,AST,151,2023-10-12,2023-10-11 13:51:00
243,Courtney Vandersloot,LVA,9.5,PTS,3,2023-10-11,2023-10-11 13:51:00
244,Stephen Curry,2023-2024 Season,1.5,50+ Point Games,173,2023-10-24,2023-10-11 13:51:00
245,Pakazs,Entity (MAPS 1-2 Kills),16.0,MAPS 1-2 Kills,174,2023-10-12,2023-10-11 13:51:00
246,Courtney Vandersloot,LVA,4.0,FG Made,3,2023-10-11,2023-10-11 13:51:00
247,Courtney Vandersloot,LVA,9.0,FGA,3,2023-10-11,2023-10-11 13:51:00
248,Courtney Vandersloot,LVA 1st Half,4.5,PTS,193,2023-10-11,2023-10-11 13:51:00
249,J.T. Poston,Justin Suh,0.0,Birdies or Better Matchup,1,2023-10-12,2023-10-11 13:51:00
250,Danielle Hunter,Weeks 6-9,3.75,Sacks,263,2023-10-12,2023-10-11 13:51:00
251,Chelsea Gray,NYL,2.5,TOV,3,2023-10-11,2023-10-11 13:51:00
252,Isiah Pacheco,DEN,0.5,Pass+Rush+Rec TDs,9,2023-10-12,2023-10-11 13:51:00
253,Mario Hezonja,Anadolu Efes Istanbul,3.5,TRB,151,2023-10-12,2023-10-11 13:51:00
254,Si Woo Kim,TPC Summerlin  RD 1,67.5,Strokes,1,2023-10-12,2023-10-11 13:51:00
255,Si Woo Kim,TPC Summerlin  RD 1,5.0,Birdies Or Better,1,2023-10-12,2023-10-11 13:51:00
256,Chelsea Gray,NYL,3.5,3-PT Attempted,3,2023-10-11,2023-10-11 13:51:00
257,Jaylen Waddle,Weeks 6-9,292.5,Receiving Yards,263,2023-10-12,2023-10-11 13:51:00
258,James Cook,Weeks 6-9,225.5,Rush Yards,263,2023-10-12,2023-10-11 13:51:00
259,Harrison Butker + Wil Lutz,DEN/KC,3.5,FG Made (Combo),9,2023-10-12,2023-10-11 13:51:00
