,prop_id,player,player_id,line,stat,league_id,event_time,opp,Team,count,over_prob,under_prob,pred,scrape_time
1222,cf2cf7aa-0,Isaiah Stewart,242076,14.5,PTS+AST,3,2023-10-30 19:00:00-05:00,OKC,DET,2,0.5126005361930295,0.4873994638069704,14.788206737754589,2023-10-31 09:18:00-05:00
1223,cf34d0ff-c,Spencer Dinwiddie,51,0.5,BLK,3,2023-10-30 18:00:00-05:00,CHA,BKN,3,0.2716213176950016,0.7283786823049984,0.317305986548625,2023-10-31 09:18:00-05:00
1224,cfd83593-d,Gordon Hayward,43548,9.0,TRB+AST,3,2023-10-30 18:00:00-05:00,CHA,BKN,1,0.5,0.5,9.437793440264617,2023-10-31 09:18:00-05:00
1225,cfd83593-d,Gordon Hayward,43548,9.5,TRB+AST,3,2023-10-30 18:00:00-05:00,CHA,BKN,6,0.4751997259216224,0.5248002740783774,9.437793440264617,2023-10-31 09:18:00-05:00
1226,cff64dc5-4,Markelle Fultz,43228,12.5,PTS,3,2023-10-30 21:30:00-05:00,LAL,ORL,11,0.4809216208677989,0.5190783791322011,12.5,2023-10-31 09:18:00-05:00
1227,d0492381-5,Bam Adebayo,42849,1.5,BLK+STL,3,2023-10-30 19:00:00-05:00,MIL,MIA,4,0.4699283047986397,0.5300716952013603,1.582282783169071,2023-10-31 09:18:00-05:00
1228,d05b7b36-2,Kyle Lowry,42871,8.5,PTS,3,2023-10-30 19:00:00-05:00,MIL,MIA,6,0.5279691940882705,0.4720308059117295,9.21138703475368,2023-10-31 09:18:00-05:00
1229,d05b7b36-2,Kyle Lowry,42871,9.5,PTS,3,2023-10-30 19:00:00-05:00,MIL,MIA,7,0.4774891061763018,0.5225108938236982,9.21138703475368,2023-10-31 09:18:00-05:00
1230,d061a8cd-e,Kyle Lowry,42871,0.5,BLK,3,2023-10-30 19:00:00-05:00,MIL,MIA,4,0.2359467733158489,0.7640532266841512,0.2693818880265299,2023-10-31 09:18:00-05:00
1231,d064ce00-3,Jimmy Butler,43429,32.5,PTS+TRB+AST,3,2023-10-30 19:00:00-05:00,MIL,MIA,13,0.4894432992267151,0.510556700773285,32.51848212959309,2023-10-31 09:18:00-05:00
1232,d0c1c122-2,Dereck Lively,417199,6.0,TRB+AST,3,2023-10-30 19:00:00-05:00,MEM,DAL,1,0.5,0.5,6.160807866972887,2023-10-31 09:18:00-05:00
1233,d0c8cc27-5,Paolo Banchero,42838,0.5,Techs,3,2023-10-30 21:30:00-05:00,LAL,ORL,1,0.2927628211690039,0.7072371788309959,0.3465135250076433,2023-10-31 09:18:00-05:00
1234,d10fb943-f,Dejounte Murray,42901,4.5,AST,3,2023-10-30 18:30:00-05:00,ATL,MIN,5,0.5438496039698445,0.4561503960301555,5.173018673655189,2023-10-31 09:18:00-05:00
1235,d10fb943-f,Dejounte Murray,42901,5.0,AST,3,2023-10-30 18:30:00-05:00,ATL,MIN,1,0.5,0.5,5.173018673655189,2023-10-31 09:18:00-05:00
1236,d10fb943-f,Dejounte Murray,42901,5.5,AST,3,2023-10-30 18:30:00-05:00,ATL,MIN,7,0.4467243598319957,0.5532756401680042,5.173018673655189,2023-10-31 09:18:00-05:00
1237,d1bb93ff-1,Jerami Grant,43558,19.5,PTS+AST,3,2023-10-30 18:30:00-05:00,TOR,POR,1,0.5187593796898449,0.4812406203101549,20.49482300231901,2023-10-31 09:18:00-05:00
1238,d1bb93ff-1,Jerami Grant,43558,20.5,PTS+AST,3,2023-10-30 18:30:00-05:00,TOR,POR,5,0.4956939362509809,0.504306063749019,20.49482300231901,2023-10-31 09:18:00-05:00
1239,d20da9ef-b,Leody Taveras,5629,0.5,Home Runs,5,2023-10-30 19:03:00-05:00,ARI,TEX,4,,,0.5,2023-10-31 09:18:00-05:00
