Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS▼,Player-additional
489,Leandro Bolmaro,SG,22,UTA,14,0,68,3,20,.150,0,4,.000,3,16,.188,.150,0,0,,4,3,7,7,3,1,7,10,6,bolmale01
490,Vernon Carey Jr.,C,21,WAS,11,0,28,2,8,.250,0,0,,2,8,.250,.250,2,2,1.000,3,8,11,3,2,2,2,5,6,careyve01
491,Justin Champagnie,SF,21,TOR,3,0,11,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,1,3,4,1,0,0,0,1,6,champju01
492,JD Davison,PG,20,BOS,8,0,19,3,11,.273,0,3,.000,3,8,.375,.273,0,0,,1,4,5,3,2,0,1,2,6,davisjd01
493,Jared Butler,SG,22,OKC,2,0,19,2,4,.500,1,2,.500,1,2,.500,.625,0,0,,0,1,1,4,3,0,2,3,5,butleja02
494,Malcolm Hill,SF,27,CHI,5,0,9,2,4,.500,1,3,.333,1,1,1.000,.625,0,0,,0,3,3,0,0,0,0,1,5,hillma01
495,Jay Huff,C,24,WAS,2,0,9,1,1,1.000,0,0,,1,1,1.000,1.000,3,3,1.000,0,3,3,0,0,0,2,1,5,huffja01
496,Quenton Jackson,PG,24,WAS,3,0,8,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,1,0,1,1,0,0,0,1,5,jacksqu01
497,Dylan Windler,SF,26,CLE,2,0,8,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,0,0,0,1,1,0,1,0,5,windldy01
498,Braxton Key,SF,25,DET,3,0,9,1,1,1.000,0,0,,1,1,1.000,1.000,2,2,1.000,0,1,1,0,0,0,0,0,4,keybr01
499,Micah Potter,PF,24,UTA,3,0,14,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,1,2,3,2,0,0,0,2,4,pottemi01
500,Dereon Seabron,SG,22,NOP,5,0,12,2,5,.400,0,0,,2,5,.400,.400,0,0,,1,0,1,0,0,0,0,1,4,seabrde01
501,Devon Dotson,PG,23,WAS,6,0,53,1,10,.100,1,4,.250,0,6,.000,.150,0,0,,6,4,10,8,5,0,3,9,3,dotsode01
502,Udonis Haslem,C,42,MIA,6,1,46,1,12,.083,0,2,.000,1,10,.100,.083,1,2,.500,4,4,8,0,1,1,0,8,3,hasleud01
503,Carlik Jones,PG,25,CHI,2,0,23,1,5,.200,0,1,.000,1,4,.250,.200,1,4,.250,1,2,3,2,0,0,1,1,3,jonesca03
504,Trevor Keels,SG,19,NYK,2,0,4,1,3,.333,1,3,.333,0,0,,.500,0,0,,0,2,2,0,0,0,0,0,3,keelstr01
505,Jordan Schakel,SF,24,WAS,2,0,6,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,0,0,1,1,0,0,1,3,schakjo01
506,John Butler,C,20,POR,9,0,30,1,5,.200,0,4,.000,1,1,1.000,.200,0,0,,1,1,2,1,1,3,0,2,2,butlejo01
507,Mfiondu Kabengele,PF,25,BOS,2,0,14,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,3,2,5,0,0,0,1,3,2,kabenmf01
508,Sam Merrill,SG,26,CLE,2,0,8,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,,0,0,0,0,0,0,0,1,2,merrisa01
509,Chima Moneke,SF,27,SAC,2,0,8,1,2,.500,0,0,,1,2,.500,.500,0,2,.000,2,0,2,1,0,0,2,2,2,monekch01
510,Chris Silva,PF,26,DAL,1,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,1,2,2,silvach01
511,Isaiah Todd,PF,21,WAS,4,0,13,1,4,.250,0,3,.000,1,1,1.000,.250,0,0,,0,0,0,0,0,0,0,0,2,toddis01
512,Stanley Umude,SG,23,DET,1,0,2,0,1,.000,0,1,.000,0,0,,.000,2,2,1.000,0,0,0,0,1,1,0,0,2,umudest01
513,Lindell Wigginton,PG,24,MIL,2,0,3,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,0,0,0,0,0,0,0,0,2,wiggili01
514,Sterling Brown,SG,27,LAL,4,0,24,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,3,5,8,2,3,0,0,4,0,brownst02
515,Deonte Burton,SG,29,SAC,2,0,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,burtode02
516,Xavier Cooks,PF,27,WAS,1,0,6,0,0,,0,0,,0,0,,,0,0,,1,1,2,0,0,0,1,0,0,cooksxa01
517,Michael Foster Jr.,PF,20,PHI,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,fostemi02
518,Frank Jackson,PG,24,UTA,1,0,5,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,1,1,2,1,0,0,0,0,0,jacksfr01
519,Marko Simonovic,C,23,CHI,3,0,5,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,1,0,simonma01
520,Alondes Williams,SG,23,BRK,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0,willial06
