Player,G,Date,Series,Tm,H/A,Opp,G#,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Pos,KM
Jae Crowder,10,2018-05-06,WCS,UTA,1,HOU,4,-13,1,33.983333333333334,1,11,.091,1,7,.143,2,2,1.000,0,5,5,2,1,2,0,2,5,2.2,-9,SF,15
Jae Crowder,11,2018-05-08,WCS,UTA,0,HOU,5,-10,1,33.18333333333333,2,11,.182,1,5,.200,1,2,.500,2,6,8,0,1,0,3,0,6,-0.1,-5,SF,15
Jae Crowder,1,2019-04-14,WC1,UTA,0,HOU,1,-32,0,20.033333333333335,1,9,.111,1,7,.143,6,7,.857,0,3,3,0,0,0,0,0,9,3.6,-14,SF,15
Jae Crowder,2,2019-04-17,WC1,UTA,0,HOU,2,-20,0,19.133333333333333,2,9,.222,1,6,.167,0,0,,2,5,7,1,1,0,0,3,5,2.9,-16,SF,15
Jae Crowder,3,2019-04-20,WC1,UTA,1,HOU,3,-3,1,23.916666666666668,1,3,.333,1,2,.500,2,3,.667,0,5,5,2,2,0,0,0,5,7.8,-1,SF,15
Jae Crowder,4,2019-04-22,WC1,UTA,1,HOU,4,16,1,32.71666666666667,8,13,.615,3,8,.375,4,5,.800,0,4,4,1,2,0,1,2,23,18.8,+10,SF,15
Jae Crowder,5,2019-04-24,WC1,UTA,0,HOU,5,-7,1,34.233333333333334,5,12,.417,3,7,.429,2,4,.500,2,8,10,0,0,0,0,2,15,10.8,-12,SF,15
Jae Crowder,1,2020-08-18,EC1,MIA,0,IND,1,12,1,25.0,3,6,.500,2,5,.400,0,0,,0,5,5,0,0,0,1,1,8,5.1,0,SF,15
Jae Crowder,2,2020-08-20,EC1,MIA,0,IND,2,9,1,24.25,3,7,.429,2,6,.333,2,4,.500,1,7,8,3,1,0,0,1,10,11.0,+5,SF,15
Jae Crowder,3,2020-08-22,EC1,MIA,1,IND,3,9,1,27.55,2,8,.250,2,8,.250,5,6,.833,1,7,8,1,2,0,0,2,11,10.5,+1,SF,15
Jae Crowder,4,2020-08-24,EC1,MIA,1,IND,4,12,1,25.583333333333332,4,9,.444,2,5,.400,0,0,,1,4,5,2,1,0,0,2,10,8.8,-2,SF,15
Jae Crowder,5,2020-08-31,ECS,MIA,0,MIL,1,11,1,34.916666666666664,3,8,.375,3,7,.429,0,0,,1,8,9,0,0,0,4,2,9,2.9,+1,SF,15
Jae Crowder,6,2020-09-02,ECS,MIA,0,MIL,2,2,1,35.65,5,13,.385,4,12,.333,2,4,.500,1,5,6,2,2,0,0,3,16,12.5,-4,SF,15
Jae Crowder,7,2020-09-04,ECS,MIA,1,MIL,3,15,1,34.083333333333336,5,11,.455,5,11,.455,2,2,1.000,0,4,4,5,0,0,0,2,17,15.2,+18,SF,15
Jae Crowder,8,2020-09-06,ECS,MIA,1,MIL,4,-3,1,30.866666666666667,6,12,.500,6,12,.500,0,0,,0,5,5,3,0,1,2,4,18,12.7,-2,SF,15
Jae Crowder,9,2020-09-08,ECS,MIA,0,MIL,5,9,1,32.03333333333333,4,9,.444,4,9,.444,4,4,1.000,0,6,6,1,1,1,0,1,16,15.1,-15,SF,15
Jae Crowder,10,2020-09-15,ECF,MIA,0,BOS,1,3,1,39.11666666666667,7,11,.636,5,9,.556,3,5,.600,1,4,5,1,1,2,2,1,22,18.9,+3,SF,15
Jae Crowder,11,2020-09-17,ECF,MIA,0,BOS,2,5,1,36.233333333333334,4,12,.333,3,10,.300,1,1,1.000,0,4,4,2,3,0,1,2,12,9.0,+12,SF,15
Jae Crowder,12,2020-09-19,ECF,MIA,1,BOS,3,-11,1,32.233333333333334,2,10,.200,2,10,.200,4,4,1.000,1,5,6,5,1,1,1,4,10,8.6,0,SF,15
Jae Crowder,13,2020-09-23,ECF,MIA,1,BOS,4,3,1,30.983333333333334,1,9,.111,1,7,.143,0,0,,0,3,3,3,0,1,0,4,3,-0.8,-6,SF,15
Jae Crowder,14,2020-09-25,ECF,MIA,0,BOS,5,-13,1,32.666666666666664,5,12,.417,0,6,.000,4,6,.667,0,6,6,3,0,1,0,2,14,10.6,-13,SF,15
Jae Crowder,15,2020-09-27,ECF,MIA,1,BOS,6,12,1,29.833333333333332,4,9,.444,1,5,.200,0,0,,0,6,6,1,0,2,0,2,9,7.4,+1,SF,15
Jae Crowder,16,2020-09-30,FIN,MIA,0,LAL,1,-18,1,24.5,4,8,.500,4,7,.571,0,0,,0,2,2,0,0,2,0,3,12,8.8,-21,SF,15
Jae Crowder,17,2020-10-02,FIN,MIA,0,LAL,2,-10,1,28.45,5,6,.833,2,3,.667,0,0,,0,7,7,2,0,0,0,2,12,12.5,-14,SF,15
Jae Crowder,18,2020-10-04,FIN,MIA,1,LAL,3,11,1,33.916666666666664,5,12,.417,2,8,.250,0,0,,1,7,8,1,0,0,1,4,12,6.5,+21,SF,15
Jae Crowder,19,2020-10-06,FIN,MIA,1,LAL,4,-6,1,34.63333333333333,2,7,.286,2,7,.286,2,2,1.000,1,6,7,2,1,1,0,4,8,7.9,+2,SF,15
Jae Crowder,20,2020-10-09,FIN,MIA,0,LAL,5,3,1,39.78333333333333,4,13,.308,2,9,.222,1,1,1.000,1,2,3,1,0,0,3,5,11,0.5,+1,SF,15
Jae Crowder,21,2020-10-11,FIN,MIA,1,LAL,6,-13,1,27.666666666666668,3,9,.333,1,5,.200,5,7,.714,1,3,4,1,1,0,0,4,12,7.8,-13,SF,15
Jae Crowder,1,2021-05-23,WC1,PHX,1,LAL,1,9,1,29.416666666666668,3,10,.300,0,7,.000,2,2,1.000,0,4,4,3,1,0,2,3,8,3.3,+14,SF,15
Jae Crowder,2,2021-05-25,WC1,PHX,1,LAL,2,-7,1,28.566666666666666,2,8,.250,1,6,.167,3,3,1.000,1,5,6,2,1,1,0,4,8,6.9,+6,SF,15
Jae Crowder,3,2021-05-27,WC1,PHX,0,LAL,3,-14,1,31.066666666666666,2,9,.222,1,7,.143,4,5,.800,1,2,3,2,2,2,1,5,9,6.2,-6,SF,15
Jae Crowder,4,2021-05-30,WC1,PHX,0,LAL,4,8,1,34.61666666666667,6,12,.500,3,8,.375,2,3,.667,0,7,7,4,2,1,0,3,17,17.0,+21,SF,15
Jae Crowder,5,2021-06-01,WC1,PHX,1,LAL,5,30,1,28.833333333333332,3,9,.333,3,9,.333,0,0,,0,0,0,2,0,0,0,2,9,4.5,+23,SF,15
Jae Crowder,6,2021-06-03,WC1,PHX,0,LAL,6,13,1,36.53333333333333,6,9,.667,6,9,.667,0,0,,1,7,8,0,1,2,1,3,18,17.1,0,SF,15
Jae Crowder,7,2021-06-07,WCS,PHX,1,DEN,1,17,1,30.783333333333335,5,13,.385,3,9,.333,1,1,1.000,0,5,5,1,0,0,0,2,14,8.3,+12,SF,15
Jae Crowder,8,2021-06-09,WCS,PHX,1,DEN,2,25,1,25.466666666666665,4,5,.800,3,4,.750,0,0,,0,5,5,0,1,1,0,1,11,11.9,+20,SF,15
Jae Crowder,9,2021-06-11,WCS,PHX,0,DEN,3,14,1,33.53333333333333,5,9,.556,4,6,.667,0,0,,0,3,3,4,0,0,1,3,14,11.2,+18,SF,15
Jae Crowder,10,2021-06-13,WCS,PHX,0,DEN,4,7,1,38.53333333333333,2,4,.500,2,3,.667,3,3,1.000,0,10,10,1,0,4,4,1,9,9.1,+16,SF,15
Jae Crowder,11,2021-06-20,WCF,PHX,1,LAC,1,6,1,33.36666666666667,5,10,.500,3,7,.429,0,0,,0,6,6,2,0,0,1,0,13,10.2,-12,SF,15
Jae Crowder,12,2021-06-22,WCF,PHX,1,LAC,2,1,1,32.5,0,3,.000,0,3,.000,2,2,1.000,0,4,4,3,1,0,0,3,2,3.0,-2,SF,15
Jae Crowder,13,2021-06-24,WCF,PHX,0,LAC,3,-14,1,28.683333333333334,3,7,.429,3,6,.500,0,0,,0,6,6,0,0,0,1,6,9,3.7,-17,SF,15
Jae Crowder,14,2021-06-26,WCF,PHX,0,LAC,4,4,1,34.31666666666667,1,8,.125,1,6,.167,0,0,,3,4,7,0,0,1,0,4,3,0.2,+4,SF,15
Jae Crowder,15,2021-06-28,WCF,PHX,1,LAC,5,-14,1,27.25,2,6,.333,0,4,.000,0,0,,0,4,4,6,0,0,1,3,4,3.8,-11,SF,15
Jae Crowder,16,2021-06-30,WCF,PHX,0,LAC,6,27,1,32.733333333333334,6,11,.545,5,9,.556,2,2,1.000,0,5,5,1,0,0,0,4,19,14.3,+19,SF,15
Jae Crowder,17,2021-07-06,FIN,PHX,1,MIL,1,13,1,32.916666666666664,0,8,.000,0,5,.000,1,2,.500,0,9,9,0,0,1,2,2,1,-4.4,+19,SF,15
Jae Crowder,18,2021-07-08,FIN,PHX,1,MIL,2,10,1,37.13333333333333,4,8,.500,3,5,.600,0,0,,0,10,10,3,1,0,0,4,11,11.5,+10,SF,15
Jae Crowder,19,2021-07-11,FIN,PHX,0,MIL,3,-20,1,32.95,6,7,.857,6,7,.857,0,0,,0,6,6,1,0,1,0,3,18,17.5,-11,SF,15
Jae Crowder,20,2021-07-14,FIN,PHX,0,MIL,4,-6,1,39.483333333333334,3,10,.300,3,9,.333,6,7,.857,1,7,8,3,3,3,3,5,15,13.8,-5,SF,15
Jae Crowder,21,2021-07-17,FIN,PHX,1,MIL,5,-4,1,40.15,4,7,.571,2,4,.500,0,0,,1,4,5,3,2,0,0,3,10,11.5,-7,SF,15
Jae Crowder,22,2021-07-20,FIN,PHX,0,MIL,6,-7,1,40.55,4,11,.364,2,9,.222,5,5,1.000,2,11,13,0,4,1,2,3,15,15.1,+4,SF,15
Jae Crowder,1,2022-04-17,WC1,PHX,1,NOP,1,11,1,28.166666666666668,0,4,.000,0,4,.000,1,2,.500,0,1,1,1,0,1,0,3,1,-1.7,+11,SF,15
Jae Crowder,2,2022-04-19,WC1,PHX,1,NOP,2,-11,1,27.283333333333335,2,11,.182,0,5,.000,1,1,1.000,0,6,6,1,2,2,2,2,5,1.2,-7,SF,15
Jae Crowder,3,2022-04-22,WC1,PHX,0,NOP,3,3,1,34.11666666666667,4,10,.400,0,5,.000,2,2,1.000,2,2,4,3,1,0,0,5,10,7.7,+10,SF,15
Jae Crowder,4,2022-04-24,WC1,PHX,0,NOP,4,-15,1,29.483333333333334,3,7,.429,1,3,.333,4,6,.667,1,4,5,5,2,0,2,5,11,9.9,-9,SF,15
Jae Crowder,5,2022-04-26,WC1,PHX,1,NOP,5,15,1,22.5,4,8,.500,1,5,.200,0,1,.000,0,2,2,2,2,0,0,5,9,6.6,+14,SF,15
Jae Crowder,6,2022-04-28,WC1,PHX,0,NOP,6,6,1,30.366666666666667,3,8,.375,1,4,.250,2,3,.667,0,4,4,3,1,1,2,5,9,5.2,+7,SF,15
Jae Crowder,7,2022-05-02,WCS,PHX,1,DAL,1,7,1,28.3,4,6,.667,3,5,.600,0,0,,2,6,8,3,0,1,3,5,11,9.4,-2,SF,15
Jae Crowder,8,2022-05-04,WCS,PHX,1,DAL,2,20,1,29.4,4,7,.571,3,5,.600,4,5,.800,1,6,7,3,1,1,1,1,15,16.2,+15,SF,15
Jae Crowder,9,2022-05-06,WCS,PHX,0,DAL,3,-9,1,35.55,7,12,.583,5,8,.625,0,0,,0,7,7,5,2,0,2,1,19,18.6,-5,SF,15
Jae Crowder,10,2022-05-08,WCS,PHX,0,DAL,4,-10,1,35.75,6,13,.462,2,7,.286,1,2,.500,1,5,6,1,1,1,4,4,15,6.9,-16,SF,15
Jae Crowder,11,2022-05-10,WCS,PHX,1,DAL,5,30,1,26.516666666666666,1,6,.167,1,5,.200,0,0,,1,4,5,2,0,0,0,6,3,0.1,+1,SF,15
Jae Crowder,12,2022-05-12,WCS,PHX,0,DAL,6,-27,1,28.6,2,4,.500,1,1,1.000,4,4,1.000,0,2,2,2,0,0,1,5,9,6.0,-7,SF,15
Jae Crowder,13,2022-05-15,WCS,PHX,1,DAL,7,-33,1,27.166666666666668,2,9,.222,1,6,.167,0,0,,0,4,4,0,1,0,2,0,5,-0.3,-37,SF,15
Jae Crowder,1,2023-04-16,EC1,MIL,1,MIA,1,-13,0,11.766666666666667,1,5,.200,0,4,.000,0,0,,0,0,0,1,0,0,1,2,2,-2.2,-4,SF,15
Jae Crowder,2,2023-04-19,EC1,MIL,1,MIA,2,16,0,15.433333333333334,0,4,.000,0,2,.000,0,0,,1,2,3,1,1,0,0,3,0,-1.0,-1,SF,15
Jae Crowder,3,2023-04-22,EC1,MIL,0,MIA,3,-22,0,13.45,2,4,.500,0,0,,1,2,.500,0,1,1,1,1,0,0,0,5,4.6,-10,SF,15
Joe Harris,1,2015-05-06,ECS,CLE,1,CHI,2,15,0,1.9666666666666668,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-1,SG,15
Joe Harris,2,2015-05-14,ECS,CLE,0,CHI,6,21,0,2.2666666666666666,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-2,SG,15
Joe Harris,3,2015-05-22,ECF,CLE,0,ATL,2,12,0,2.1666666666666665,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.1,-4,SG,15
Joe Harris,4,2015-05-26,ECF,CLE,1,ATL,4,30,0,6.0,2,2,1.000,1,1,1.000,2,2,1.000,0,1,1,1,0,0,0,1,7,7.0,+1,SG,15
Joe Harris,5,2015-06-11,FIN,CLE,1,GSW,4,-21,0,3.1,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,0.6,-2,SG,15
Joe Harris,6,2015-06-16,FIN,CLE,1,GSW,6,-8,0,0.18333333333333332,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,SG,15
Joe Harris,1,2019-04-13,EC1,BKN,0,PHI,1,9,1,29.716666666666665,5,7,.714,3,4,.750,0,0,,0,3,3,0,0,0,2,2,13,8.2,-15,SG,15
Joe Harris,2,2019-04-15,EC1,BKN,0,PHI,2,-22,1,26.033333333333335,1,4,.250,0,2,.000,2,2,1.000,1,0,1,2,0,0,2,2,4,0.9,-23,SG,15
Joe Harris,3,2019-04-18,EC1,BKN,1,PHI,3,-16,1,29.283333333333335,2,7,.286,0,4,.000,4,4,1.000,2,2,4,1,0,0,1,4,8,4.0,-27,SG,15
Joe Harris,4,2019-04-20,EC1,BKN,1,PHI,4,-4,1,35.083333333333336,4,14,.286,0,6,.000,2,2,1.000,1,5,6,0,2,0,1,4,10,3.4,+9,SG,15
Joe Harris,5,2019-04-23,EC1,BKN,0,PHI,5,-22,1,29.2,4,11,.364,1,5,.200,0,0,,2,5,7,0,1,0,3,0,9,3.8,-23,SG,15
Joe Harris,1,2020-08-17,EC1,BKN,0,TOR,1,-24,1,33.18333333333333,8,14,.571,3,5,.600,0,0,,1,5,6,2,0,0,0,4,19,14.4,-2,SG,15
Joe Harris,2,2020-08-19,EC1,BKN,0,TOR,2,-5,1,39.15,4,9,.444,4,7,.571,2,4,.500,1,13,14,0,1,0,3,5,14,9.1,-1,SG,15
Joe Harris,1,2021-05-22,EC1,BKN,1,BOS,1,11,1,37.333333333333336,4,11,.364,2,6,.333,0,0,,0,3,3,0,0,0,1,4,10,2.2,+22,SG,15
Joe Harris,2,2021-05-25,EC1,BKN,1,BOS,2,22,1,29.283333333333335,9,14,.643,7,10,.700,0,0,,1,3,4,3,2,1,1,3,25,23.0,+29,SG,15
Joe Harris,3,2021-05-28,EC1,BKN,0,BOS,3,-6,1,35.266666666666666,3,9,.333,2,7,.286,0,0,,1,1,2,0,0,1,1,3,8,2.4,+4,SG,15
Joe Harris,4,2021-05-30,EC1,BKN,0,BOS,4,15,1,37.13333333333333,5,9,.556,4,5,.800,0,0,,0,4,4,3,0,0,0,3,14,11.8,+17,SG,15
Joe Harris,5,2021-06-01,EC1,BKN,1,BOS,5,14,1,35.35,3,8,.375,2,5,.400,2,2,1.000,0,3,3,6,0,0,1,5,10,7.7,-2,SG,15
Joe Harris,6,2021-06-05,ECS,BKN,1,MIL,1,8,1,34.3,7,11,.636,5,9,.556,0,0,,0,2,2,2,1,0,1,0,19,16.1,+6,SG,15
Joe Harris,7,2021-06-07,ECS,BKN,1,MIL,2,39,1,30.333333333333332,5,12,.417,3,7,.429,0,0,,0,1,1,0,1,0,1,4,13,5.3,+25,SG,15
Joe Harris,8,2021-06-10,ECS,BKN,0,MIL,3,-3,1,36.63333333333333,1,11,.091,1,7,.143,0,0,,1,3,4,1,0,0,0,6,3,-4.4,-11,SG,15
Joe Harris,9,2021-06-13,ECS,BKN,0,MIL,4,-11,1,38.06666666666667,3,8,.375,2,6,.333,0,0,,0,4,4,1,0,0,2,1,8,3.1,-17,SG,15
Joe Harris,10,2021-06-15,ECS,BKN,1,MIL,5,6,1,37.03333333333333,2,11,.182,1,7,.143,0,0,,0,3,3,1,0,0,0,0,5,-0.3,+3,SG,15
Joe Harris,11,2021-06-17,ECS,BKN,0,MIL,6,-15,1,36.45,4,9,.444,1,4,.250,0,0,,0,4,4,0,0,0,0,5,9,3.5,-25,SG,15
Joe Harris,12,2021-06-19,ECS,BKN,1,MIL,7,-4,1,46.916666666666664,3,10,.300,3,9,.333,1,2,.500,2,7,9,2,0,0,1,0,10,7.7,-1,SG,15
Joe Harris,1,2023-04-15,EC1,BKN,0,PHI,1,-20,0,14.016666666666667,1,3,.333,1,3,.333,0,0,,0,2,2,0,0,0,2,1,3,-0.5,-3,SG,15
Joe Harris,2,2023-04-17,EC1,BKN,0,PHI,2,-12,0,12.8,0,2,.000,0,2,.000,0,0,,0,1,1,0,2,0,1,1,0,-0.5,+19,SG,15
Joe Harris,3,2023-04-20,EC1,BKN,1,PHI,3,-5,0,3.5166666666666666,0,3,.000,0,3,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.1,+1,SG,15
Joe Harris,4,2023-04-22,EC1,BKN,1,PHI,4,-8,0,13.366666666666667,1,5,.200,0,4,.000,2,2,1.000,0,2,2,0,0,0,0,3,4,0.3,-2,SG,15
Landry Shamet,1,2019-04-13,WC1,LAC,0,GSW,1,-17,1,20.966666666666665,1,6,.167,1,4,.250,0,0,,0,0,0,2,1,0,1,1,3,0.2,+8,SG,15
Landry Shamet,2,2019-04-15,WC1,LAC,0,GSW,2,4,1,31.883333333333333,4,9,.444,4,9,.444,0,0,,1,3,4,3,2,0,2,3,12,9.8,+15,SG,15
Landry Shamet,3,2019-04-18,WC1,LAC,1,GSW,3,-27,1,25.916666666666668,1,5,.200,0,4,.000,4,4,1.000,0,2,2,0,0,0,1,2,6,1.7,-27,SG,15
Landry Shamet,4,2019-04-21,WC1,LAC,1,GSW,4,-8,1,27.666666666666668,3,6,.500,3,6,.500,0,0,,0,1,1,1,2,0,0,3,9,7.8,+4,SG,15
Landry Shamet,5,2019-04-24,WC1,LAC,0,GSW,5,8,1,36.833333333333336,1,4,.250,1,3,.333,3,3,1.000,0,3,3,3,0,0,1,3,6,4.4,+17,SG,15
Landry Shamet,6,2019-04-26,WC1,LAC,1,GSW,6,-19,1,30.65,3,8,.375,1,5,.200,3,3,1.000,0,2,2,1,1,0,2,3,10,4.7,-10,SG,15
Landry Shamet,1,2020-08-17,WC1,LAC,1,DAL,1,8,0,8.333333333333334,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0,-2.1,-19,SG,15
Landry Shamet,2,2020-08-19,WC1,LAC,1,DAL,2,-13,0,17.95,1,2,.500,0,1,.000,0,0,,0,1,1,2,0,0,0,3,2,1.5,-12,SG,15
Landry Shamet,3,2020-08-21,WC1,LAC,0,DAL,3,8,1,27.116666666666667,7,13,.538,3,7,.429,1,1,1.000,0,3,3,0,1,1,2,3,18,11.1,+9,SG,15
Landry Shamet,4,2020-08-23,WC1,LAC,0,DAL,4,-2,1,23.216666666666665,3,8,.375,2,6,.333,0,0,,0,3,3,1,1,0,1,2,8,4.4,-15,SG,15
Landry Shamet,5,2020-08-25,WC1,LAC,1,DAL,5,43,1,22.466666666666665,3,4,.750,3,3,1.000,2,2,1.000,0,4,4,1,2,0,1,0,11,12.3,+22,SG,15
Landry Shamet,6,2020-08-30,WC1,LAC,0,DAL,6,14,1,37.516666666666666,3,7,.429,3,6,.500,0,0,,0,1,1,4,2,1,1,1,9,9.7,+21,SG,15
Landry Shamet,7,2020-09-03,WCS,LAC,1,DEN,1,23,0,21.166666666666668,2,6,.333,0,2,.000,0,0,,0,2,2,1,0,0,1,2,4,0.1,+3,SG,15
Landry Shamet,8,2020-09-05,WCS,LAC,1,DEN,2,-9,0,10.033333333333333,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,2,0,2,-1.0,-3,SG,15
Landry Shamet,9,2020-09-07,WCS,LAC,0,DEN,3,6,0,11.166666666666666,1,3,.333,1,3,.333,0,0,,0,1,1,2,0,0,1,0,3,2.0,-2,SG,15
Landry Shamet,10,2020-09-09,WCS,LAC,0,DEN,4,11,0,24.533333333333335,1,7,.143,1,6,.167,1,2,.500,0,6,6,2,0,1,0,2,4,2.2,+12,SG,15
Landry Shamet,11,2020-09-11,WCS,LAC,1,DEN,5,-6,0,13.933333333333334,1,2,.500,1,2,.500,0,0,,0,1,1,2,0,0,1,2,3,1.9,-4,SG,15
Landry Shamet,12,2020-09-13,WCS,LAC,0,DEN,6,-13,0,19.516666666666666,0,3,.000,0,3,.000,1,2,.500,0,0,0,2,0,0,2,1,1,-2.5,-1,SG,15
Landry Shamet,13,2020-09-15,WCS,LAC,1,DEN,7,-15,0,6.116666666666666,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,2.3,-10,SG,15
Landry Shamet,1,2021-05-22,EC1,BKN,1,BOS,1,11,0,13.766666666666667,0,1,.000,0,1,.000,0,0,,2,1,3,0,0,1,1,2,0,-0.1,-14,SG,15
Landry Shamet,2,2021-05-25,EC1,BKN,1,BOS,2,22,0,25.3,4,7,.571,2,5,.400,0,0,,0,2,2,0,0,0,0,5,10,5.3,0,SG,15
Landry Shamet,3,2021-05-28,EC1,BKN,0,BOS,3,-6,0,18.716666666666665,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,3,0,-0.9,-26,SG,15
Landry Shamet,4,2021-05-30,EC1,BKN,0,BOS,4,15,0,13.233333333333333,2,4,.500,1,2,.500,0,0,,0,2,2,0,2,0,1,2,5,3.8,+6,SG,15
Landry Shamet,5,2021-06-01,EC1,BKN,1,BOS,5,14,0,22.266666666666666,2,6,.333,1,3,.333,0,0,,0,2,2,1,0,0,1,1,5,1.5,+8,SG,15
Landry Shamet,6,2021-06-05,ECS,BKN,1,MIL,1,8,0,12.166666666666666,1,3,.333,0,1,.000,0,0,,0,0,0,2,0,0,0,0,2,1.7,+10,SG,15
Landry Shamet,7,2021-06-07,ECS,BKN,1,MIL,2,39,0,15.75,3,5,.600,3,5,.600,0,0,,0,3,3,2,1,0,0,0,9,10.0,+24,SG,15
Landry Shamet,8,2021-06-10,ECS,BKN,0,MIL,3,-3,0,17.45,1,4,.250,1,3,.333,0,0,,0,5,5,0,0,0,0,2,3,1.3,0,SG,15
Landry Shamet,9,2021-06-13,ECS,BKN,0,MIL,4,-11,0,11.066666666666666,2,3,.667,1,2,.500,0,0,,1,0,1,0,0,0,1,1,5,3.0,+1,SG,15
Landry Shamet,10,2021-06-15,ECS,BKN,1,MIL,5,6,0,27.583333333333332,3,5,.600,1,3,.333,2,2,1.000,0,2,2,2,1,0,1,3,9,7.5,+10,SG,15
Landry Shamet,11,2021-06-17,ECS,BKN,0,MIL,6,-15,0,22.15,0,2,.000,0,0,,2,3,.667,0,0,0,0,0,0,1,0,2,-0.8,-10,SG,15
Landry Shamet,12,2021-06-19,ECS,BKN,1,MIL,7,-4,0,6.883333333333333,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-2,SG,15
Landry Shamet,1,2022-04-19,WC1,PHX,1,NOP,2,-11,0,11.533333333333333,2,3,.667,1,2,.500,0,0,,0,0,0,0,1,0,0,0,5,4.7,-1,SG,15
Landry Shamet,2,2022-04-22,WC1,PHX,0,NOP,3,3,0,29.483333333333334,2,7,.286,0,5,.000,1,1,1.000,2,1,3,3,0,0,2,2,5,1.9,-9,SG,15
Landry Shamet,3,2022-04-24,WC1,PHX,0,NOP,4,-15,0,19.683333333333334,3,5,.600,1,3,.333,0,0,,0,1,1,1,0,0,1,1,7,4.3,-8,SG,15
Landry Shamet,4,2022-04-26,WC1,PHX,1,NOP,5,15,0,25.416666666666668,2,6,.333,1,3,.333,1,2,.500,0,3,3,0,2,0,1,1,6,3.7,+6,SG,15
Landry Shamet,5,2022-04-28,WC1,PHX,0,NOP,6,6,0,11.9,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-0.7,-6,SG,15
Landry Shamet,6,2022-05-02,WCS,PHX,1,DAL,1,7,0,9.016666666666667,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,1,0,0.2,+3,SG,15
Landry Shamet,7,2022-05-04,WCS,PHX,1,DAL,2,20,0,14.533333333333333,2,4,.500,1,2,.500,0,0,,0,1,1,0,1,0,0,1,5,3.9,+1,SG,15
Landry Shamet,8,2022-05-06,WCS,PHX,0,DAL,3,-9,0,10.666666666666666,1,2,.500,1,2,.500,0,0,,1,2,3,1,1,0,0,0,3,5.0,+3,SG,15
Landry Shamet,9,2022-05-08,WCS,PHX,0,DAL,4,-10,0,9.283333333333333,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.0,+1,SG,15
Landry Shamet,10,2022-05-10,WCS,PHX,1,DAL,5,30,0,19.05,2,5,.400,1,3,.333,3,4,.750,0,3,3,4,1,0,0,1,8,9.2,+4,SG,15
Landry Shamet,11,2022-05-12,WCS,PHX,0,DAL,6,-27,0,17.366666666666667,1,6,.167,0,1,.000,0,0,,0,3,3,2,0,0,2,2,2,-2.3,-14,SG,15
Landry Shamet,12,2022-05-15,WCS,PHX,1,DAL,7,-33,0,13.65,3,5,.600,3,4,.750,0,0,,0,1,1,2,0,0,1,1,9,7.0,-6,SG,15
Landry Shamet,1,2023-04-16,WC1,PHX,1,LAC,1,-5,0,23.666666666666668,2,5,.400,0,1,.000,0,0,,0,2,2,1,0,0,0,0,4,2.6,-14,SG,15
Landry Shamet,2,2023-04-18,WC1,PHX,1,LAC,2,14,0,14.0,0,2,.000,0,2,.000,0,0,,0,0,0,2,1,0,0,0,0,1.0,+4,SG,15
Landry Shamet,3,2023-04-20,WC1,PHX,0,LAC,3,5,0,3.7333333333333334,0,2,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,0,0,-0.1,+6,SG,15
Landry Shamet,4,2023-04-22,WC1,PHX,0,LAC,4,12,0,4.85,0,2,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,1,0,-1.1,-6,SG,15
Landry Shamet,5,2023-04-25,WC1,PHX,1,LAC,5,6,0,8.95,1,3,.333,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3,0.9,+6,SG,15
Wesley Matthews,1,2010-04-17,WC1,UTA,0,DEN,1,-13,1,37.88333333333333,2,5,.400,0,1,.000,2,2,1.000,0,4,4,2,1,0,1,3,6,4.7,-9,SG,15
Wesley Matthews,2,2010-04-19,WC1,UTA,0,DEN,2,3,1,30.583333333333332,1,7,.143,1,3,.333,4,4,1.000,0,3,3,1,2,0,1,4,7,3.5,+8,SG,15
Wesley Matthews,3,2010-04-23,WC1,UTA,1,DEN,3,12,1,37.11666666666667,4,12,.333,3,7,.429,3,4,.750,2,3,5,1,3,0,1,4,14,10.2,+5,SG,15
Wesley Matthews,4,2010-04-25,WC1,UTA,1,DEN,4,11,1,42.28333333333333,7,11,.636,1,3,.333,3,4,.750,2,3,5,3,3,1,0,3,18,19.6,+13,SG,15
