,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
16,NiSMO,32.5,33.0,MAPS 1-2 Kills,-0.015384615384615385,2023-05-31,ESPORTS,M80 
221,Buzz,33.5,34.0,MAPS 1-2 Kills,-0.014925373134328358,2023-05-31,ESPORTS, Astralis
217,sjuush,34.5,35.0,MAPS 1-2 Kills,-0.014492753623188406,2023-05-31,ESPORTS, Heroic
6,koalanoob,35.5,36.0,MAPS 1-2 Kills,-0.014084507042253521,2023-05-31,ESPORTS,M80 
225,SunPayus,37.0,37.5,MAPS 1-2 Kills,-0.013513513513513514,2023-05-31,ESPORTS,ENCE 
211,huNter-,37.5,38.0,MAPS 1-2 Kills,-0.013333333333333334,2023-05-31,ESPORTS,G2 
223,Nertz,39.0,39.5,MAPS 1-2 Kills,-0.01282051282051282,2023-05-31,ESPORTS,ENCE 
206,regali,40.5,41.0,MAPS 1-2 Kills,-0.012345679012345678,2023-05-31,ESPORTS, OG
210,m0NESY,41.0,41.5,MAPS 1-2 Kills,-0.012195121951219513,2023-05-31,ESPORTS,G2 
147,sym,36.0,35.5,MAPS 1-2 Kills,0.013888888888888888,2023-06-01,ESPORTS,Moist Moguls 
141,tex,35.5,35.0,MAPS 1-2 Kills,0.014084507042253521,2023-06-01,ESPORTS, The Guard
205,dexter,31.5,31.0,MAPS 1-2 Kills,0.015873015873015872,2023-05-31,ESPORTS,MOUZ 
152,seven,31.5,31.0,MAPS 1-2 Kills,0.015873015873015872,2023-06-01,ESPORTS, TSM
25,Jamal Murray,31.0,30.5,PTS+TRB,0.016129032258064516,2023-06-01,NBA,DEN
121,ShahZaM,30.5,30.0,MAPS 1-2 Kills,0.01639344262295082,2023-05-31,ESPORTS,G2 
153,NaturE,30.0,29.5,MAPS 1-2 Kills,0.016666666666666666,2023-06-01,ESPORTS, TSM
144,valyn,29.0,28.0,MAPS 1-2 Kills,0.034482758620689655,2023-06-01,ESPORTS, The Guard
32,bdog,36.0,34.5,MAPS 1-2 Kills,0.041666666666666664,2023-05-31,ESPORTS, Shopify Rebellion
43,v1c,31.5,29.5,MAPS 1-2 Kills,0.06349206349206349,2023-05-31,ESPORTS, Shopify Rebellion
51,Brooks Lennon,7.0,6.5,Crosses,0.07142857142857142,2023-05-31,SOCCER,Atlanta
55,Carles Gil,6.5,6.0,Crosses,0.07692307692307693,2023-05-31,SOCCER,New England
84,Andreas Maxso,3.5,3.0,Clearances,0.14285714285714285,2023-05-31,SOCCER,Colorado
42,Lorenzo Pellegrini,6.5,5.5,Crosses,0.15384615384615385,2023-05-31,SOCCER,Roma 
96,Keaton Parks,2.5,2.0,Tackles,0.2,2023-05-31,SOCCER,NYCFC
