,Player,Line_pp,Line_dog,Stat,difference,Date,League_dog,Team_dog
7,Brionna Jones,24.0,23.5,PTS+TRB,0.020833333333333332,2023-06-08,WNBA,CONN
229,rain,36.5,35.5,MAPS 1-2 Kills,0.0273972602739726,2023-06-08,ESPORTS, FaZe
233,jabbi,36.0,35.0,MAPS 1-2 Kills,0.027777777777777776,2023-06-08,ESPORTS,Heroic 
9,Brionna Jones,17.5,17.0,PTS+AST,0.02857142857142857,2023-06-08,WNBA,CONN
219,Buzz,34.0,33.0,MAPS 1-2 Kills,0.029411764705882353,2023-06-08,ESPORTS, Astralis
158,eeiu,30.0,29.0,MAPS 1-2 Kills,0.03333333333333333,2023-06-08,ESPORTS,M80 
165,skuba,29.5,28.5,MAPS 1-2 Kills,0.03389830508474576,2023-06-08,ESPORTS, Oxygen
232,stavn,41.5,40.0,MAPS 1-2 Kills,0.03614457831325301,2023-06-08,ESPORTS,Heroic 
240,decenty,40.5,39.0,MAPS 1-2 Kills,0.037037037037037035,2023-06-08,ESPORTS, O PLANO
237,venomzera,40.0,38.5,MAPS 1-2 Kills,0.0375,2023-06-08,ESPORTS,Paqueta 
224,naitte,38.0,36.5,MAPS 1-2 Kills,0.039473684210526314,2023-06-08,ESPORTS,ODDIK 
91,Tiffany Hayes,12.5,12.0,PTS,0.04,2023-06-08,WNBA,CONN
152,sym,35.5,34.0,MAPS 1-2 Kills,0.04225352112676056,2023-06-08,ESPORTS, Moist Moguls
159,tex,35.5,34.0,MAPS 1-2 Kills,0.04225352112676056,2023-06-08,ESPORTS,The Guard 
209,JW,35.0,33.5,MAPS 1-2 Kills,0.04285714285714286,2023-06-08,ESPORTS,EYEBALLERS 
236,TeSeS,34.0,32.5,MAPS 1-2 Kills,0.04411764705882353,2023-06-08,ESPORTS,Heroic 
155,thief,31.5,30.0,MAPS 1-2 Kills,0.047619047619047616,2023-06-08,ESPORTS, Moist Moguls
228,ropz,41.5,39.5,MAPS 1-2 Kills,0.04819277108433735,2023-06-08,ESPORTS, FaZe
153,flyuh,31.0,29.5,MAPS 1-2 Kills,0.04838709677419355,2023-06-08,ESPORTS, Moist Moguls
104,Natisha Hiedeman,10.0,9.5,PTS,0.05,2023-06-08,WNBA,CONN
122,Bruce Brown,10.0,9.5,PTS,0.05,2023-06-09,NBA,DEN
84,Tiffany Hayes,19.5,18.5,PTS+TRB+AST,0.05128205128205128,2023-06-08,WNBA,CONN
208,dennyslaw,38.5,36.5,MAPS 1-2 Kills,0.05194805194805195,2023-06-08,ESPORTS, 500
212,Grim,36.5,34.5,MAPS 1-2 Kills,0.0547945205479452,2023-06-08,ESPORTS,Complexity 
138,Kevin De Bruyne,8.5,8.0,Crosses,0.058823529411764705,2023-06-10,other,Manchester City
92,Tiffany Hayes,16.5,15.5,PTS+TRB,0.06060606060606061,2023-06-08,WNBA,CONN
90,Tiffany Hayes,15.5,14.5,PTS+AST,0.06451612903225806,2023-06-08,WNBA,CONN
162,valyn,31.0,28.5,MAPS 1-2 Kills,0.08064516129032258,2023-06-08,ESPORTS,The Guard 
163,Reduxx,33.5,30.5,MAPS 1-2 Kills,0.08955223880597014,2023-06-08,ESPORTS, Oxygen
119,Bruce Brown,4.0,3.5,TRB,0.125,2023-06-09,NBA,DEN
