,player,opp,line,stat,league,date,scrape_time
24,Trae Young,IND,16.5,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
25,Nikola Jokic,2023-2024 Season,5.5,Technical Fouls,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
26,Victoria Dudakova	,Jinh Yu Frey,2.5,Takedowns,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
27,Nathan Eovaldi,HOU 5th Inning,15.5,Pitches Thrown,231,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
28,Cristian Garin,S. Shimabukuro (Tokyo),22.0,Total Games,5,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
29,Cristian Garin,S. Shimabukuro (Tokyo),3.0,Break Points Won,5,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
30,Nikola Jokic,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
31,Nikola Jokic,2023-2024 Season,16.5,30+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
32,Nikola Jokic,2023-2024 Season,9.4,Assists Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
33,Austin Reaves ,2023-2024 Season,1.5,Double-Doubles,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
34,Cristian Garin,S. Shimabukuro (Tokyo),5.0,Aces,5,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
35,Larl,VP (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
36,Taylor Fritz,C. Norrie (Tokyo),22.5,Total Games,5,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
37,Bennedict Mathurin,ATL,15.5,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
38,Nertz + Ax1Le,Cloud9/ENCE,66.0,MAPS 1-2 Kills (Combo),265,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
39,Zack Wheeler + CeeDee Lamb,ARI/LAC,12.5,Strikeouts + Receptions,266,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
40,Anthony Davis,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
41,Kiritych~,TSpirit (MAPS 1-2 Kills),11.5,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
42,Taylor Fritz,C. Norrie (Tokyo),10.5,Aces,5,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
43,Nathaniel Wood,Muhammad Naimov,87.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
44,Taylor Fritz,C. Norrie (Tokyo),2.5,Break Points Won,5,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
45,Aaron Gordon ,2023-2024 Season,1.5,30+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
46,Anthony Davis,2023-2024 Season,25.5,Points Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
47,Anthony Davis,2023-2024 Season,17.5,30+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
48,Aaron Gordon ,2023-2024 Season,6.5,Technical Fouls,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
49,Anthony Davis,2023-2024 Season,11.7,Rebounds Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
50,Karen Khachanov,A. Popyrin (Tokyo),6.5,Aces,5,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
51,squad1x,TSpirit (MAPS 1-2 Kills),12.5,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
52,Dejounte Murray,IND,12.0,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
53,Anshul Jubli	,Mike Breeden,10.5,Fight Time (Mins),12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
54,SunPayus + afro,fnatic/ENCE,66.5,MAPS 1-2 Kills (Combo),265,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
55,Karen Khachanov,A. Popyrin (Tokyo),23.0,Total Games,5,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
56,Karen Khachanov,A. Popyrin (Tokyo),2.0,Break Points Won,5,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
57,Anshul Jubli	,Mike Breeden,1.5,Takedowns,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
58,Anshul Jubli	,Mike Breeden,48.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
59,Stephen Curry,2023-2024 Season,9.5,Double-Doubles,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
60,miCKe,Talon (MAPS 1-2 Kills),16.0,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
61,Stephen Curry,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
62,Francisco Cerundolo,D. Schwartzman (Tokyo),22.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
63,Thiago Schiavulli,Belgrano,1.5,Tackles,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
64,Francisco Cerundolo,D. Schwartzman (Tokyo),3.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
65,Ulises Sanchez,Def y Justicia,1.5,Shots Assisted,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
66,Santiago Solari,Belgrano,2.0,Shots,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
67,Lucas Passerini,Def y Justicia,2.5,Shots,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
68,Erik Godoy,Def y Justicia,4.5,Clearances,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
69,Matias Marin,Def y Justicia,1.5,Shots,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
70,Stephen Curry,2023-2024 Season,6.0,Assists Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
71,Tony Pollard + Austin Ekeler,LAC/DAL,1.5,Rush+Rec TDs (Combo),9,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
72,Stephen Curry,2023-2024 Season,1.5,50+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
73,Sedriques Dumas	,Abu Azaitar,33.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
74,Sedriques Dumas	,Abu Azaitar,10.0,Fight Time (Mins),12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
75,Stephen Curry,2023-2024 Season,4.8,3PT Made Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
76,Bruce Brown,ATL,7.5,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
77,Stephen Curry,2023-2024 Season,28.9,Points Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
78,Lucas Pratto,Belgrano,1.5,Shots,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
79,Tomas Escalante,Belgrano,35.5,Passes Attempted,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
80,Benjamin Schamine,Belgrano,1.5,Tackles,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
81,Gonzalo Castellani,Belgrano,0.5,Shots Assisted,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
82,Ulises Sanchez,Def y Justicia,1.5,Shots,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
83,Santiago Longo,Def y Justicia,2.5,Tackles,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
84,Juan Barinaga,Def y Justicia,2.5,Tackles,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
85,Alejandro Rebola,Def y Justicia,38.5,Passes Attempted,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
86,Nahuel Losada,Def y Justicia,3.5,Goalie Saves,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
87,Francisco Cerundolo,D. Schwartzman (Tokyo),4.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
88,Esteban Rolon,Def y Justicia,0.5,Shots,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
89,karrigan + Snax,GamerLegion/FaZe,51.5,MAPS 1-2 Kills (Combo),265,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
90,Enrique Bologna,Belgrano,2.5,Goalie Saves,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
91,Santiago Ramos Mingo,Belgrano,4.0,Clearances,82,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
92,Kevin Durant,2023-2024 Season,1.5,Triple-Doubles,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
93,Javid Basharat,Victor Henry,75.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
94,Javid Basharat,Victor Henry,2.5,Takedowns,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
95,Kevin Durant,2023-2024 Season,10.5,Technical Fouls,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
96,Kevin Durant,2023-2024 Season,26.7,Points Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
97,Ben Shelton,T. Daniel (Tokyo),10.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
98,Nisha,Talon (MAPS 1-2 Kills),16.0,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
99,Ben Shelton,T. Daniel (Tokyo),2.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
100,Kevin Durant,2023-2024 Season,17.5,30+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
101,Bogdan Bogdanovic,IND,9.5,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
102,Ben Shelton,T. Daniel (Tokyo),22.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
103,Kevin Durant,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
104,ropz + b1t,Natus Vincere/FaZe,65.0,MAPS 1-2 Kills (Combo),265,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
105,Christian Eriksen,San Marino,0.5,Goals,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
106,Aleksandar Mitrovic,Montenegro,0.5,Goals,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
107,Jacob Bruun Larsen,San Marino,0.5,Goals,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
108,Oleksandr Zinchenko,Malta,1.5,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
109,Harry Kane,Italy,0.5,Goal + Assist,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
110,Roland Sallai,Lithuania,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
111,23savage,Liquid (MAPS 1-2 Kills),9.5,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
112,Eddie Nketiah,Italy,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
113,Harry Kane,Italy,0.5,Fouls,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
114,Tomas Martin Etcheverry,S. Mochizuki (Tokyo),21.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
115,Klay Thompson,2023-2024 Season,21.1,Points Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
116,Loic Nego,Lithuania,0.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
117,Klay Thompson,2023-2024 Season,4.2,3PT Made Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
118,Callum Styles,Lithuania,1.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
119,Declan Rice,Italy,0.5,Fouls,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
120,Kyle Walker,Italy,0.5,Fouls,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
121,Myles Turner,ATL,10.5,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
122,Manuel Locatelli,England,1.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
123,Federico Dimarco,England,0.5,Fouls,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
124,Nicolo Barella,England,0.5,Fouls,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
125,Tomas Martin Etcheverry,S. Mochizuki (Tokyo),3.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
126,Dominik Szoboszlai,Lithuania,63.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
127,Loic Nego,Lithuania,0.5,Interceptions,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
128,Tomas Martin Etcheverry,S. Mochizuki (Tokyo),5.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
129,Klay Thompson,2023-2024 Season,0.5,Double-Doubles,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
130,Barnabas Varga,Lithuania,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
131,Klay Thompson,2023-2024 Season,1.5,Technical Fouls,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
132,Yannick Yankam,Ukraine,0.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
133,Steve Borg,Ukraine,4.5,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
134,Artem Dovbyk,Malta,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
135,Henry Bonello,Ukraine,4.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
136,Klay Thompson,2023-2024 Season,10.5,30+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
137,Cain Attard,Ukraine,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
138,Trevor Peek,Mohammad Yahya,30.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
139,Klay Thompson,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
140,Trevor Peek,Mohammad Yahya,4.75,Fight Time (Mins),12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
141,Riccardo Orsolini,England,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
142,Jordan Pickford,Italy,3.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
143,Phil Foden,Italy,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
144,James Maddison,Italy,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
145,Gianluca Scamacca,England,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
146,Ollie Watkins,Italy,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
147,Jarrod Bowen,Italy,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
148,Kyle Walker,Italy,0.5,Interceptions,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
149,Jack Grealish,Italy,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
150,Gianluigi Donnarumma,England,3.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
151,Trent Alexander-Arnold,Italy,2.0,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
152,Jude Bellingham,Italy,1.5,Interceptions,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
153,Harry Maguire,Italy,3.5,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
154,Harry Kane,Italy,3.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
155,Jude Bellingham,Italy,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
156,Jude Bellingham,Italy,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
157,Marcus Rashford,Italy,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
158,Domenico Berardi,England,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
159,Davide Frattesi,England,1.5,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
160,Declan Rice,Italy,0.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
161,Jude Bellingham,Italy,42.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
162,Anatolii Trubin,Malta,2.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
163,Taras Stepanenko,Malta,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
164,Mykhailo Mudryk,Malta,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
165,Modestas Vorobjovas,Hungary,0.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
166,Rokas Lekiatas,Hungary,40.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
167,Emilijus Zubas,Hungary,4.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
168,Justas Lasickas,Hungary,2.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
169,Rokas Lekiatas,Hungary,3.5,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
170,Fedor Cernych,Hungary,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
171,Dominik Szoboszlai,Lithuania,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
172,Adam Lang,Lithuania,2.5,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
173,Denes Dibusz,Lithuania,2.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
174,Dominik Szoboszlai,Lithuania,2.5,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
175,jL + jkaem,Apeks/Natus Vincere,64.5,MAPS 1-2 Kills (Combo),265,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
176,Federico Dimarco,England,38.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
177,Jesper Lindstrom,San Marino,0.5,Goals,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
178,Salomon Rondon,Chile,2.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
179,Muhammad Mokaev	,Tim Elliott,28.5,Significant Strikes,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
180,Darwin Machis,Chile,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
181,Devin Booker,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
182,Diego Valdes,Venezuela,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
183,Erick Pulgar,Venezuela,56.5,Passes Attempted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
184,Yangel Herrera,Chile,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
185,Alexis Sanchez,Venezuela,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
186,Devin Booker,2023-2024 Season,6.6,Assists Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
187,Devin Booker,2023-2024 Season,27.1,Points Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
188,Devin Booker,2023-2024 Season,11.5,Technical Fouls,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
189,Devin Booker,2023-2024 Season,8.5,Double-Doubles,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
190,Gabriel Suazo,Venezuela,2.0,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
191,Rafael Romo,Chile,3.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
192,Alexis Sanchez,Venezuela,1.5,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
193,Sergio Cordova,Chile,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
194,Devin Booker,2023-2024 Season,2.1,3PT Made Per Game AVG,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
195,Casper Ruud,Y. Watanuki (Tokyo),3.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
196,Erick Pulgar,Venezuela,1.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
197,Samuel Sosa,Chile,1.5,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
198,Tomas Rincon,Chile,0.5,Shots Assisted,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
199,Wilker Angel,Chile,4.0,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
200,Ben Brereton,Venezuela,2.0,Shots,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
201,Alexander Gonzalez,Chile,2.5,Tackles,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
202,Casper Ruud,Y. Watanuki (Tokyo),22.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
203,Casper Ruud,Y. Watanuki (Tokyo),5.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
204,Guillermo Maripan,Venezuela,2.5,Clearances,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
205,Samuel Sosa,Chile,0.5,Shots On Target,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
206,Mikoto,Liquid (MAPS 1-2 Kills),12.5,MAPS 1-2 Kills,174,2023-10-20 00:00:00-05:00,2023-10-16 16:55:00-05:00
207,Brayan Cortes,Venezuela,3.0,Goalie Saves,82,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
208,Devin Booker,2023-2024 Season,23.5,30+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-16 16:55:00-05:00
209,Muhammad Mokaev	,Tim Elliott,3.0,Takedowns,12,2023-10-21 00:00:00-05:00,2023-10-16 16:55:00-05:00
