,player,opp,line,stat,league,date,scrape_time
420,Leylah Fernandez,H. Guo (Nanchang),18.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
421,Leylah Fernandez,H. Guo (Nanchang),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
422,Jayson Tatum,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
423,Varvara Gracheva,K. Rakhimova (Nanchang),3.0,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
424,Jayson Tatum,2023-2024 Season,8.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
425,Varvara Gracheva,K. Rakhimova (Nanchang),21.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
426,Jayson Tatum,2023-2024 Season,29.6,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
427,Varvara Gracheva,K. Rakhimova (Nanchang),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
428,Jayson Tatum,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
429,Aiden Markram,Netherlands (T50),33.5,1st Inning Runs,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
430,Dillon Brooks ,2023-2024 Season,14.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
431,Marie Bouzkova,K. Deichmann (Nanchang),2.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
432,Marie Bouzkova,K. Deichmann (Nanchang),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
433,Max O'Dowd,South Africa (T50),20.5,1st Inning Runs,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
434,Marie Bouzkova,K. Deichmann (Nanchang),18.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
435,RJ Barrett,2023-2024 Season,19.7,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
436,Dillon Brooks ,2023-2024 Season,1.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
437,RJ Barrett,2023-2024 Season,7.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
438,Aliaksandra Sasnovich,V. Hruncakova (Nanchang),20.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
439,Bam Adebayo,2023-2024 Season,6.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
440,Alperen Sengun,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
441,Aliaksandra Sasnovich,V. Hruncakova (Nanchang),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
442,Aliaksandra Sasnovich,V. Hruncakova (Nanchang),2.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
443,Heinrich Klaasen,Netherlands (T50),32.5,1st Inning Runs,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
444,Katerina Siniakova,Y. Wang (Nanchang),1.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
445,Katerina Siniakova,Y. Wang (Nanchang),15.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
446,Katerina Siniakova,Y. Wang (Nanchang),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
447,Wendell Carter Jr.	,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
448,Andreas Athanasiou,TOR,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
449,Mitchell Robinson,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
450,Teja Nidamanuru,South Africa (T50),16.5,1st Inning Runs,162,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
451,Donovan Mitchell,2023-2024 Season,28.0,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
452,Xinyu Wang,L. Siegemund (Nanchang),3.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
453,Donovan Mitchell,2023-2024 Season,2.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
454,Xinyu Wang,L. Siegemund (Nanchang),22.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
455,Auston Matthews,CHI,4.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
456,Donovan Mitchell,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
457,Xinyu Wang,L. Siegemund (Nanchang),4.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
458,Darius Garland,2023-2024 Season,7.9,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
459,Darius Garland,2023-2024 Season,21.9,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
460,Lucia Bronzetti,K. Kucova (Monastir),2.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
461,Darius Garland,2023-2024 Season,7.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
462,Darius Garland,2023-2024 Season,20.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
463,Al Horford,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
464,Lucia Bronzetti,K. Kucova (Monastir),19.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
465,Connor Bedard,TOR,4.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
466,Darius Garland,2023-2024 Season,2.5,3PT Made Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
467,Lucia Bronzetti,K. Kucova (Monastir),5.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
468,Zeus,TL (MAP 1 Kills),3.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
469,Magdalena Frech,N. Parrizas Diaz (Monastir),3.0,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
470,Magdalena Frech,N. Parrizas Diaz (Monastir),20.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
471,Evan Mobley,2023-2024 Season,9.4,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
472,John Tavares,CHI,3.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
473,Magdalena Frech,N. Parrizas Diaz (Monastir),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
474,Katarina Zavatska,J. Bouzas Maneiro (Monastir),21.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
475,Bogdan Bogdanovic,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
476,Lukas Reichel,TOR,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
477,Katarina Zavatska,J. Bouzas Maneiro (Monastir),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
478,Oner,TL (MAP 1 Kills),3.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
479,Katarina Zavatska,J. Bouzas Maneiro (Monastir),0.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
480,Jarrett Allen,2023-2024 Season,9.9,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
481,Mai Hontama,A. Bolsova (Monastir),0.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
482,Mai Hontama,A. Bolsova (Monastir),21.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
483,Mitch Marner,CHI,2.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
484,Faker,TL (MAP 1 Kills),3.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
485,Mai Hontama,A. Bolsova (Monastir),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
486,Gumayusi,TL (MAP 1 Kills),6.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
487,Elise Mertens,A. Eala (Monastir),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
488,Elise Mertens,A. Eala (Monastir),20.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
489,Tyler Bertuzzi,CHI,2.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
490,Kevin Love ,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
491,Elise Mertens,A. Eala (Monastir),3.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
492,Kevin Love ,2023-2024 Season,2.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
493,Summit,T1 (MAP 1 Kills),1.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
494,William Nylander,CHI,4.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
495,Claire Liu,E. Bektas (Monastir),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
496,Claire Liu,E. Bektas (Monastir),22.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
497,Claire Liu,E. Bektas (Monastir),3.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
498,Morgan Rielly,CHI,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
499,Pyosik,T1 (MAP 1 Kills),1.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
500,Petra Marcinko,M. Bassols (Monastir),22.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
501,Petra Marcinko,M. Bassols (Monastir),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
502,Petra Marcinko,M. Bassols (Monastir),2.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
503,APA,T1 (MAP 1 Kills),1.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
504,Erika Andreeva,D. Semenistaja (Monastir),20.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
505,Erika Andreeva,D. Semenistaja (Monastir),2.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
506,Erika Andreeva,D. Semenistaja (Monastir),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
507,Martina Trevisan,K. Kawa (Monastir),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
508,Ryan Donato,TOR,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
509,Martina Trevisan,K. Kawa (Monastir),19.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
510,Yeon,T1 (MAP 1 Kills),1.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
511,Martina Trevisan,K. Kawa (Monastir),0.5,Aces,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
512,Zack Wheeler,ARI,35.5,Pitcher Fantasy Score,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
513,Zack Wheeler,ARI,6.5,Pitcher Strikeouts,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
514,Zack Wheeler,ARI,17.0,Pitching Outs,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
515,Jasmine Paolini,A. Cornet (Monastir),20.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
516,Jasmine Paolini,A. Cornet (Monastir),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
517,Seth Jones,TOR,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
518,Bojan Bogdanovic,2023-2024 Season,7.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
519,Trea Turner,ARI,8.0,Hitter Fantasy Score,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
520,Bojan Bogdanovic,2023-2024 Season,19.7,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
521,Fudge,MAD (MAP 1 Kills),2.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
522,Zack Wheeler,ARI,4.0,Hits Allowed,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
523,Zack Wheeler,ARI,1.5,Earned Runs Allowed,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
524,Zac Gallen,PHI,5.0,Pitcher Strikeouts,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
525,Zac Gallen,PHI,25.5,Pitcher Fantasy Score,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
526,Zac Gallen,PHI,5.0,Hits Allowed,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
527,Taylor Hall,TOR,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
528,Corbin Carroll,PHI,7.0,Hitter Fantasy Score,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
529,Blaber,MAD (MAP 1 Kills),2.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
530,Lesia Tsurenko,C. Paquet (Monastir),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
531,Lesia Tsurenko,C. Paquet (Monastir),19.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
532,Cade Cunningham,2023-2024 Season,21.4,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
533,Cade Cunningham,2023-2024 Season,6.2,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
534,Jimmy Butler,2023-2024 Season,1.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
535,Cade Cunningham,2023-2024 Season,8.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
536,Jimmy Butler,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
537,EMENES,MAD (MAP 1 Kills),3.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
538,Tyler Johnson,TOR,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
539,Bryce Harper,ARI,7.0,Hitter Fantasy Score,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
540,Ketel Marte,PHI,6.5,Hitter Fantasy Score,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
541,Berserker,MAD (MAP 1 Kills),4.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
542,Chasy,C9 (MAP 1 Kills),2.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
543,Kyle Schwarber,ARI,6.5,Hitter Fantasy Score,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
544,Elyoya,C9 (MAP 1 Kills),2.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
545,Nic Claxton,2023-2024 Season,9.5,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
546,Christian Walker,PHI,6.5,Hitter Fantasy Score,2,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
547,Nisqy,C9 (MAP 1 Kills),3.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
548,Carzzy,C9 (MAP 1 Kills),4.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
549,Greet Minnen,D. Snigur (Cluj Napoca),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
550,Greet Minnen,D. Snigur (Cluj Napoca),20.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
551,Doran,GAM (MAP 1 Kills),3.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
552,Anna Bondar,A. Soboleva (Cluj Napoca),20.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
553,Anna Bondar,A. Soboleva (Cluj Napoca),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
554,Peanut,GAM (MAP 1 Kills),3.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
555,Anna-Lena Friedsam,I. G. Ghioroaie (Cluj Napoca),4.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
556,Aleksander Barkov,NJ,2.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
557,Ben Simmons,PHI,7.5,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
558,Woro2k,Grayhound,35.0,MAPS 1-2 Kills,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
559,Anna-Lena Friedsam,I. G. Ghioroaie (Cluj Napoca),20.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
560,sdy,Grayhound,32.5,MAPS 1-2 Kills,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
561,Tamara Korpatsch,L. Jeanjean (Cluj Napoca),5.0,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
562,Karl-Anthony Towns,2023-2024 Season,9.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
563,Karl-Anthony Towns,2023-2024 Season,22.0,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
564,Chovy,GAM (MAP 1 Kills),4.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
565,Tyrese Maxey,BKN,18.5,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
566,Timo Meier,FLA,3.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
567,Kyle Anderson ,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
568,Tamara Korpatsch,L. Jeanjean (Cluj Napoca),21.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
569,Anthony Edwards,2023-2024 Season,2.9,3PT Made Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
570,Anthony Edwards,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
571,DemQQ,Grayhound,30.0,MAPS 1-2 Kills,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
572,Anthony Edwards,2023-2024 Season,26.0,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
573,Jessika Ponchet,E. Arango (Cluj Napoca),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
574,Peyz,GAM (MAP 1 Kills),6.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
575,Jessika Ponchet,E. Arango (Cluj Napoca),21.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
576,Anthony Edwards,2023-2024 Season,7.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
577,Gustav Forsling,NJ,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
578,Rudy Gobert,2023-2024 Season,11.6,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
579,Spencer Dinwiddie,PHI,11.5,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
580,Anthony Edwards,2023-2024 Season,20.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
581,Ana Bogdan,V. Tomova (Cluj Napoca),21.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
582,kRaSnaL,Grayhound,28.0,MAPS 1-2 Kills,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
583,Tobias Harris,BKN,12.5,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
584,Dougie Hamilton,FLA,3.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
585,Bam Adebayo,2023-2024 Season,9.3,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
586,Ana Bogdan,V. Tomova (Cluj Napoca),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
587,Kiaya,GEN (MAP 1 Kills),1.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
588,Levi,GEN (MAP 1 Kills),1.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
589,Carter Verhaeghe,NJ,3.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
590,Alycia Parks,G. Ruse (Cluj Napoca),22.0,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
591,Alycia Parks,G. Ruse (Cluj Napoca),3.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
592,br0,Grayhound,28.5,MAPS 1-2 Kills,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
593,INS,Monte,32.0,MAPS 1-2 Kills,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
594,Sorana Cirstea,E. Lys (Cluj Napoca),21.5,Total Games,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
595,Pascal Siakam,2023-2024 Season,15.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
596,Sorana Cirstea,E. Lys (Cluj Napoca),4.5,Break Points Won,5,2023-10-17 00:00:00-05:00,2023-10-16 16:55:00-05:00
597,Kati,GEN (MAP 1 Kills),2.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
598,Pascal Siakam,2023-2024 Season,1.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
599,Tyler Toffoli,FLA,3.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
600,Mikal Bridges,PHI,14.0,PTS,237,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
601,Slayder,GEN (MAP 1 Kills),1.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
602,Evan Rodrigues,NJ,2.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
603,Vexite,Monte,27.5,MAPS 1-2 Kills,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
604,aliStair,Monte,26.5,MAPS 1-2 Kills,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
605,Jack Hughes,FLA,4.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
606,369,BDS (MAP 1 Kills),2.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
607,Liazz,Monte,26.5,MAPS 1-2 Kills,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
608,Kanavi,BDS (MAP 1 Kills),3.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
609,Matthew Tkachuk,NJ,3.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
610,Sico,Monte,25.5,MAPS 1-2 Kills,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
611,Jesper Bratt,FLA,2.0,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
612,knight,BDS (MAP 1 Kills),5.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
613,Ruler,BDS (MAP 1 Kills),6.0,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
614,Woro2k,Grayhound,12.0,MAPS 1-2 Headshots,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
615,Sam Reinhart,NJ,2.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
616,Shai Gilgeous-Alexander,2023-2024 Season,30.6,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
617,Shai Gilgeous-Alexander,2023-2024 Season,4.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
618,Shai Gilgeous-Alexander,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
619,Nico Hischier,FLA,2.5,Shots On Goal,8,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
620,Adam,JDG (MAP 1 Kills),1.5,MAP 1 Kills,121,2023-10-19 00:00:00-05:00,2023-10-16 16:55:00-05:00
621,sdy,Grayhound,15.5,MAPS 1-2 Headshots,265,2023-10-16 00:00:00-05:00,2023-10-16 16:55:00-05:00
622,DeMar DeRozan,2023-2024 Season,14.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-16 16:55:00-05:00
