,player,team,line,stat,league,date,time
1905,Rivaldo Fairweather,MIS,30.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1906,Tre Harris,AUB,47.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1907,Chase Roberts,TT,4.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1908,Myles Price,BYU,4.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1909,Jordan Travis,DUK,248.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1910,Trey Benson,DUK,72.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1911,Jordan Travis,DUK,20.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1912,Keon Coleman,DUK,68.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1913,Jordan Travis,DUK,273.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1914,Jordan Travis,DUK,0.5,Pass INTs,15,2023-10-21,2023-10-20 14:02:00
1915,Johnny Wilson,DUK,66.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1916,Johnny Wilson,DUK,4.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1917,Keon Coleman,DUK,5.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1918,J.J. McCarthy,MSU,249.5,Pass+Rush Yds,15,2023-10-21,2023-10-20 14:02:00
1919,J.J. McCarthy,MSU,224.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1920,J.J. McCarthy,MSU,20.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1921,Roman Wilson,MSU,3.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1922,Katin Houser,MICH,0.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1923,Katin Houser,MICH,143.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1924,Blake Corum,MSU,94.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1925,Tre Mosley,MICH,3.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1926,Colston Loveland,MSU,31.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1927,Nathan Carter,MICH,48.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1928,Cornelius Johnson,MSU,42.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1929,Roman Wilson,MSU,55.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1930,Roman Wilson,MSU,0.5,Rec TDs,15,2023-10-21,2023-10-20 14:02:00
1931,Tre Mosley,MICH,32.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1932,Cade Klubnik,MFL,1.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1933,Cade Klubnik,MFL,226.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1934,Tyler Van Dyke,CLE,251.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1935,Henry Parrish,CLE,57.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1936,Xavier Restrepo,CLE,6.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1937,Will Shipley,MFL,72.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1938,Jacolby George,CLE,4.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1939,Beaux Collins,MFL,47.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1940,Beaux Collins,MFL,4.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1941,Antonio Williams,MFL,3.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1942,Xavier Restrepo,CLE,76.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1943,Caleb Williams,UTH,274.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1944,Ja'Quinden Jackson,USC,77.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1945,MarShawn Lloyd,UTH,60.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1946,Brenden Rice,UTH,61.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1947,Tahj Washington,UTH,55.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1948,Michael Penix,ASU,360.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1949,Michael Penix,ASU,3.5,Pass TDs,15,2023-10-21,2023-10-20 14:02:00
1950,Trenton Bourguet,WAS,225.5,Pass Yards,15,2023-10-21,2023-10-20 14:02:00
1951,Dillon Johnson,ASU,89.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1952,Cameron Skattebo,WAS,55.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1953,Elijhah Badger,WAS,5.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1954,Elijhah Badger,WAS,58.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1955,Xavier Guillory,WAS,31.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1956,Rome Odunze,ASU,101.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1957,Rome Odunze,ASU,6.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1958,Carson Steele,STA,104.5,Rush Yards,15,2023-10-21,2023-10-20 14:02:00
1959,Elic Ayomanor,UCLA,64.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1960,Elic Ayomanor,UCLA,5.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1961,J.Michael Sturdivant,STA,48.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1962,J.Michael Sturdivant,STA,3.5,Receptions,15,2023-10-21,2023-10-20 14:02:00
1963,Logan Loya,STA,45.5,Receiving Yards,15,2023-10-21,2023-10-20 14:02:00
1964,Logan Loya,STA,4.0,Receptions,15,2023-10-21,2023-10-20 14:02:00
1965,Xander Schauffele,Accordia Golf Narashino Country Club RD 3,68.0,Strokes,1,2023-10-20,2023-10-20 14:02:00
1966,Collin Morikawa,Accordia Golf Narashino Country Club RD 3,4.5,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1967,Collin Morikawa,Accordia Golf Narashino Country Club RD 3,68.0,Strokes,1,2023-10-20,2023-10-20 14:02:00
1968,Sungjae Im,Accordia Golf Narashino Country Club RD 3,68.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1969,Sungjae Im,Accordia Golf Narashino Country Club RD 3,4.0,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1970,Rickie Fowler,Accordia Golf Narashino Country Club RD 3,68.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1971,Hideki Matsuyama,Accordia Golf Narashino Country Club RD 3,68.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1972,Hideki Matsuyama,Accordia Golf Narashino Country Club RD 3,4.0,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1973,Cameron Davis,Accordia Golf Narashino Country Club RD 3,68.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1974,Cameron Davis,Accordia Golf Narashino Country Club RD 3,4.0,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1975,Adam Scott,Accordia Golf Narashino Country Club RD 3,4.0,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1976,Adam Scott,Accordia Golf Narashino Country Club RD 3,69.0,Strokes,1,2023-10-20,2023-10-20 14:02:00
1977,Keegan Bradley,Accordia Golf Narashino Country Club RD 3,4.0,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1978,Keegan Bradley,Accordia Golf Narashino Country Club RD 3,69.0,Strokes,1,2023-10-20,2023-10-20 14:02:00
1979,Min Woo Lee,Accordia Golf Narashino Country Club RD 3,69.0,Strokes,1,2023-10-20,2023-10-20 14:02:00
1980,Sahith Theegala,Accordia Golf Narashino Country Club RD 3,4.0,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1981,Sahith Theegala,Accordia Golf Narashino Country Club RD 3,69.0,Strokes,1,2023-10-20,2023-10-20 14:02:00
1982,Eric Cole,Accordia Golf Narashino Country Club RD 3,69.0,Strokes,1,2023-10-20,2023-10-20 14:02:00
1983,Eric Cole,Accordia Golf Narashino Country Club RD 3,4.0,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1984,Thomas Detry,Accordia Golf Narashino Country Club RD 3,69.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1985,Nicolai Hojgaard,Accordia Golf Narashino Country Club RD 3,69.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1986,Emiliano Grillo,Accordia Golf Narashino Country Club RD 3,69.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1987,Beau Hossler,Accordia Golf Narashino Country Club RD 3,69.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1988,Beau Hossler,Accordia Golf Narashino Country Club RD 3,3.5,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1989,Keith Mitchell,Accordia Golf Narashino Country Club RD 3,69.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1990,Aaron Rai,Accordia Golf Narashino Country Club RD 3,69.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1991,Aaron Rai,Accordia Golf Narashino Country Club RD 3,3.5,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1992,Tom Hoge,Accordia Golf Narashino Country Club RD 3,69.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1993,Tom Hoge,Accordia Golf Narashino Country Club RD 3,3.5,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1994,Akshay Bhatia,Accordia Golf Narashino Country Club RD 3,3.5,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1995,Akshay Bhatia,Accordia Golf Narashino Country Club RD 3,69.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1996,J.J. Spaun,Accordia Golf Narashino Country Club RD 3,3.5,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
1997,J.J. Spaun,Accordia Golf Narashino Country Club RD 3,69.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1998,Alex Noren,Accordia Golf Narashino Country Club RD 3,69.5,Strokes,1,2023-10-20,2023-10-20 14:02:00
1999,Alex Noren,Accordia Golf Narashino Country Club RD 3,3.5,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
2000,Joel Dahmen,Accordia Golf Narashino Country Club RD 3,3.5,Birdies Or Better,1,2023-10-20,2023-10-20 14:02:00
