,player,team,line,stat,league,date,time
1087,Amon-Ra St. Brown,BAL,71.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1088,Zay Flowers + Gus Edwards,DET,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1089,Deft,BDS (MAPS 1-2 Kills),9.0,MAPS 1-2 Kills,121,2023-10-23,2023-10-20 14:02:00
1090,hfmi0dzjc9z7,FunPlus Phoenix (MAPS 1-2 Kills),31.5,MAPS 1-2 Kills,159,2023-10-21,2023-10-20 14:02:00
1091,Kyle Lowry,HOU,8.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1092,Shai Gilgeous-Alexander,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1093,Shai Gilgeous-Alexander,2023-2024 Season,30.6,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1094,Shai Gilgeous-Alexander,2023-2024 Season,4.5,Double-Doubles,173,2023-10-25,2023-10-20 14:02:00
1095,Zay Flowers,DET,56.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1096,YHchen,FunPlus Phoenix (MAPS 1-2 Kills),26.0,MAPS 1-2 Kills,159,2023-10-21,2023-10-20 14:02:00
1097,4nalog,BB (MAPS 1-2 Kills),9.0,MAPS 1-2 Kills,174,2023-10-22,2023-10-20 14:02:00
1098,Zay Flowers,DET,5.0,Receptions,9,2023-10-22,2023-10-20 14:02:00
1099,Adam,DK (MAPS 1-2 Kills),4.0,MAPS 1-2 Kills,121,2023-10-23,2023-10-20 14:02:00
1100,Jalen Green,MIA,16.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1101,Sam LaPorta,BAL,4.0,Receptions,9,2023-10-22,2023-10-20 14:02:00
1102,AAAAY,Attacking Soul Esports (MAPS 1-2 Kills),33.5,MAPS 1-2 Kills,159,2023-10-21,2023-10-20 14:02:00
1103,DeMar DeRozan,2023-2024 Season,14.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1104,Sam LaPorta,BAL,42.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1105,Sheo,DK (MAPS 1-2 Kills),2.5,MAPS 1-2 Kills,121,2023-10-23,2023-10-20 14:02:00
1106,skiter,Entity (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-22,2023-10-20 14:02:00
1107,DeMar DeRozan,2023-2024 Season,23.8,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1108,DeMar DeRozan,2023-2024 Season,9.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
1109,Lysoar,Attacking Soul Esports (MAPS 1-2 Kills),32.5,MAPS 1-2 Kills,159,2023-10-21,2023-10-20 14:02:00
1110,Mark Andrews,DET,53.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1111,Mark Andrews,DET,4.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1112,Chet Holmgren ,2023-2024 Season,13.3,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1113,Topson,Entity (MAPS 1-2 Kills),17.5,MAPS 1-2 Kills,174,2023-10-22,2023-10-20 14:02:00
1114,Tyler Herro,HOU,20.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1115,nuc,DK (MAPS 1-2 Kills),5.0,MAPS 1-2 Kills,121,2023-10-23,2023-10-20 14:02:00
1116,Crownie,DK (MAPS 1-2 Kills),5.5,MAPS 1-2 Kills,121,2023-10-23,2023-10-20 14:02:00
1117,Zach Lavine,2023-2024 Season,25.1,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1118,Zach Lavine,2023-2024 Season,2.7,3PT Made Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1119,BerLIN,Attacking Soul Esports (MAPS 1-2 Kills),27.5,MAPS 1-2 Kills,159,2023-10-21,2023-10-20 14:02:00
1120,Dillon Brooks,MIA,11.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1121,Zach Lavine,2023-2024 Season,16.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1122,watson,Tundra (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-22,2023-10-20 14:02:00
1123,Josh Giddey,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
1124,Josh Giddey,2023-2024 Season,3.5,Triple-Doubles,173,2023-10-25,2023-10-20 14:02:00
1125,Alex Caruso,2023-2024 Season,1.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
1126,Alex Caruso,2023-2024 Season,0.5,Double-Doubles,173,2023-10-25,2023-10-20 14:02:00
1127,Stormstormer,Tundra (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-22,2023-10-20 14:02:00
1128,Josh Giddey,2023-2024 Season,1.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1129,Josh Giddey,2023-2024 Season,6.5,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1130,Odell Beckham Jr,DET,22.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1131,nizhaoTZH,Attacking Soul Esports (MAPS 1-2 Kills),26.5,MAPS 1-2 Kills,159,2023-10-21,2023-10-20 14:02:00
1132,Nikola Vucevic,2023-2024 Season,3.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1133,Jabari Smith Jr.,MIA,15.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1134,Nikola Vucevic,2023-2024 Season,10.9,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1135,Cam Sutton,BAL,3.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1136,Alperen Sengun,MIA,10.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1137,Brandon Stephens,DET,3.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1138,Jerry Jacobs,BAL,3.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1139,Kyle Hamilton,DET,3.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1140,Kerby Joseph,BAL,5.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1141,Marlon Humphrey,DET,3.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1142,Tracy Walker,BAL,5.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1143,Aidan Hutchinson,BAL,0.25,Sacks,9,2023-10-22,2023-10-20 14:02:00
1144,Victor Wembanyama,GSW,19.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1145,Vikramjit Singh,Sri Lanka (T50),2.5,Fours,162,2023-10-21,2023-10-20 14:02:00
1146,De'Aaron Fox,2023-2024 Season,8.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
1147,Kusal Mendis,Netherlands (T50),31.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1148,De'Aaron Fox,2023-2024 Season,6.1,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1149,Stephen Curry,SAS,23.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1150,De'Aaron Fox,2023-2024 Season,25.2,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1151,De'Aaron Fox,2023-2024 Season,18.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1152,De'Aaron Fox,2023-2024 Season,8.5,Double-Doubles,173,2023-10-25,2023-10-20 14:02:00
1153,Colin Ackermann,Sri Lanka (T50),21.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1154,Domantas Sabonis,2023-2024 Season,7.1,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1155,Domantas Sabonis,2023-2024 Season,19.3,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1156,Domantas Sabonis,2023-2024 Season,5.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1157,Domantas Sabonis,2023-2024 Season,11.5,Triple-Doubles,173,2023-10-25,2023-10-20 14:02:00
1158,Jeremy Sochan,GSW,11.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1159,Domantas Sabonis,2023-2024 Season,12.1,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1160,Pathum Nissanka,Netherlands (T50),30.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1161,Steven Adams,2023-2024 Season,10.9,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1162,Bas de Leede,Sri Lanka (T50),20.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1163,Devin Vassell,GSW,18.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1164,Charith Asalanka,Netherlands (T50),27.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1165,Andrew Wiggins,SAS,15.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1166,Marcus Smart,2023-2024 Season,6.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
1167,Keldon Johnson,GSW,13.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1168,Jonas Valanciunas,2023-2024 Season,10.3,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1169,Max O'Dowd,Sri Lanka (T50),19.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1170,Sadheera Samarawickreme,Netherlands (T50),26.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1171,Zach Collins,GSW,11.5,PTS,237,2023-10-20,2023-10-20 14:02:00
1172,CJ McCollum	,2023-2024 Season,2.7,3PT Made Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1173,CJ McCollum	,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
1174,Vikramjit Singh,Sri Lanka (T50),18.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1175,Kusal Perera,Netherlands (T50),25.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1176,Luka Doncic,2023-2024 Season,8.6,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1177,Luka Doncic,2023-2024 Season,13.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
1178,Luka Doncic,2023-2024 Season,8.1,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1179,Luka Doncic,2023-2024 Season,1.5,50+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1180,Luka Doncic,2023-2024 Season,7.5,Triple-Doubles,173,2023-10-25,2023-10-20 14:02:00
1181,Al Horford,2023-2024 Season,6.5,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1182,Luka Doncic,2023-2024 Season,31.2,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1183,Al Horford,2023-2024 Season,8.5,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1184,Dawid Malan,South Africa (T50),3.5,Fours,162,2023-10-21,2023-10-20 14:02:00
1185,Aiden Markram,England (T50),0.5,Sixes,162,2023-10-21,2023-10-20 14:02:00
1186,Joe Root,South Africa (T50),37.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1187,Luka Doncic,2023-2024 Season,2.9,3PT Made Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1188,Quinton de Kock,England (T50),34.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1189,Ben Simmons,2023-2024 Season,6.5,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1190,Victor Wembanyama,2023-2024 Season,8.6,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1191,Victor Wembanyama,2023-2024 Season,17.0,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1192,Quinton de Kock,England (T50),0.5,Sixes,162,2023-10-21,2023-10-20 14:02:00
1193,Ben Simmons,2023-2024 Season,8.7,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1194,Ben Simmons,2023-2024 Season,6.5,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1195,Victor Wembanyama,2023-2024 Season,2.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1196,Aiden Markram,England (T50),3.5,Fours,162,2023-10-21,2023-10-20 14:02:00
1197,Kyrie Irving,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
1198,Jonny Bairstow,South Africa (T50),3.5,Fours,162,2023-10-21,2023-10-20 14:02:00
1199,Kyrie Irving,2023-2024 Season,26.7,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1200,Kyrie Irving,2023-2024 Season,5.6,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1201,Dawid Malan,South Africa (T50),34.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1202,Kyrie Irving,2023-2024 Season,5.5,Double-Doubles,173,2023-10-25,2023-10-20 14:02:00
1203,Kyrie Irving,2023-2024 Season,20.5,30+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1204,Kyrie Irving,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25,2023-10-20 14:02:00
1205,Keldon Johnson,2023-2024 Season,20.8,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1206,Rassie van der Dussen,England (T50),33.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1207,Joe Root,South Africa (T50),2.5,Fours,162,2023-10-21,2023-10-20 14:02:00
1208,Jonny Bairstow,South Africa (T50),32.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1209,Rassie van der Dussen,England (T50),2.5,Fours,162,2023-10-21,2023-10-20 14:02:00
1210,Aiden Markram,England (T50),29.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1211,Jos Buttler,South Africa (T50),30.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1212,Quinton de Kock,England (T50),3.5,Fours,162,2023-10-21,2023-10-20 14:02:00
1213,Heinrich Klaasen,England (T50),29.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1214,Harry Brook,South Africa (T50),28.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1215,Nikola Jokic,LAL,10.0,AST,7,2023-10-24,2023-10-20 14:02:00
1216,Boone Jenner,CGY,1.5,Hits,8,2023-10-20,2023-10-20 14:02:00
1217,Temba Bavuma,England (T50),29.5,1st Inning Runs,162,2023-10-21,2023-10-20 14:02:00
1218,Son Heung-Min,Fulham,0.5,Goals,82,2023-10-23,2023-10-20 14:02:00
1219,Nikola Jokic,LAL,12.5,TRB,7,2023-10-24,2023-10-20 14:02:00
1220,Nikola Jokic,LAL,47.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1221,Paul George,2023-2024 Season,4.5,Technical Fouls,173,2023-10-25,2023-10-20 14:02:00
1222,Nikola Jokic,LAL,25.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1223,LeBron James,DEN,38.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1224,LeBron James,DEN,7.5,TRB,7,2023-10-24,2023-10-20 14:02:00
1225,Corey Bojorquez,IND,4.0,Punts,9,2023-10-22,2023-10-20 14:02:00
1226,LeBron James,DEN,24.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1227,MacKenzie Weegar,CBJ,1.5,Hits,8,2023-10-20,2023-10-20 14:02:00
1228,LeBron James,DEN,6.0,AST,7,2023-10-24,2023-10-20 14:02:00
1229,Zach Werenski,CGY,0.5,Hits,8,2023-10-20,2023-10-20 14:02:00
1230,Josh Jacobs,CHI,20.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1231,Rigoberto Sanchez,CLE,4.5,Punts,9,2023-10-22,2023-10-20 14:02:00
1232,Jamal Murray,LAL,32.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1233,Josh Jacobs,CHI,0.5,Pass+Rush+Rec TDs,9,2023-10-22,2023-10-20 14:02:00
1234,Jamal Murray,LAL,21.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1235,Jamal Murray,LAL,2.5,3P,7,2023-10-24,2023-10-20 14:02:00
1236,Josh Jacobs,CHI,97.5,Rush+Rec Yds,9,2023-10-22,2023-10-20 14:02:00
1237,Josh Jacobs,CHI,73.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1238,Jamal Murray,LAL,6.5,AST,7,2023-10-24,2023-10-20 14:02:00
1239,Anthony Davis,DEN,11.5,TRB,7,2023-10-24,2023-10-20 14:02:00
1240,Russell Westbrook,2023-2024 Season,15.5,Points Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1241,Rasmus Andersson,CBJ,0.5,Hits,8,2023-10-20,2023-10-20 14:02:00
1242,Anthony Davis,DEN,38.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1243,Russell Westbrook,2023-2024 Season,6.9,Assists Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1244,Anthony Davis,DEN,24.0,PTS,7,2023-10-24,2023-10-20 14:02:00
1245,Russell Westbrook,2023-2024 Season,6.8,Rebounds Per Game AVG,173,2023-10-25,2023-10-20 14:02:00
1246,Anthony Davis,DEN,2.5,AST,7,2023-10-24,2023-10-20 14:02:00
1247,Michael Porter Jr.,LAL,16.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1248,Erik Gudbranson,CGY,1.5,Hits,8,2023-10-20,2023-10-20 14:02:00
1249,Michael Porter Jr.,LAL,5.5,TRB,7,2023-10-24,2023-10-20 14:02:00
1250,Michael Porter Jr.,LAL,23.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1251,P.J. Tucker,2023-2024 Season,3.5,Technical Fouls,173,2023-10-26,2023-10-20 14:02:00
1252,Austin Reaves,DEN,22.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1253,Austin Reaves,DEN,15.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1254,Austin Reaves,DEN,1.5,3P,7,2023-10-24,2023-10-20 14:02:00
1255,Aaron Gordon,LAL,14.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1256,Aaron Gordon,LAL,23.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1257,Aaron Gordon,LAL,2.5,AST,7,2023-10-24,2023-10-20 14:02:00
1258,Aaron Gordon,LAL,6.0,TRB,7,2023-10-24,2023-10-20 14:02:00
1259,Tyler Toffoli,NYI,0.5,Hits,8,2023-10-20,2023-10-20 14:02:00
1260,Cal Clutterbuck,NJ,3.5,Hits,8,2023-10-20,2023-10-20 14:02:00
1261,D'Angelo Russell,DEN,5.5,AST,7,2023-10-24,2023-10-20 14:02:00
1262,D'Angelo Russell,DEN,23.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1263,D'Angelo Russell,DEN,15.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1264,Cairo Santos,LV,5.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1265,Kentavious Caldwell-Pope,LAL,2.5,TRB,7,2023-10-24,2023-10-20 14:02:00
1266,Kentavious Caldwell-Pope,LAL,9.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1267,Kentavious Caldwell-Pope,LAL,1.5,3P,7,2023-10-24,2023-10-20 14:02:00
1268,Kentavious Caldwell-Pope,LAL,15.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1269,Nathan Bastian,NYI,3.0,Hits,8,2023-10-20,2023-10-20 14:02:00
1270,Daniel Carlson,CHI,1.5,FG Made,9,2023-10-22,2023-10-20 14:02:00
1271,Damian Lillard,2023-2024 Season,27.2,Points Per Game AVG,173,2023-10-26,2023-10-20 14:02:00
1272,Matt Martin,NJ,3.5,Hits,8,2023-10-20,2023-10-20 14:02:00
1273,Daniel Carlson,CHI,6.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1274,Giannis Antetokounmpo,2023-2024 Season,4.5,Triple-Doubles,173,2023-10-26,2023-10-20 14:02:00
1275,Giannis Antetokounmpo,2023-2024 Season,29.2,Points Per Game AVG,173,2023-10-26,2023-10-20 14:02:00
1276,D.J. Moore,LV,4.5,Receptions,9,2023-10-22,2023-10-20 14:02:00
1277,D.J. Moore,LV,53.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1278,Giannis Antetokounmpo,2023-2024 Season,11.7,Rebounds Per Game AVG,173,2023-10-26,2023-10-20 14:02:00
1279,Giannis Antetokounmpo,2023-2024 Season,0.5,50+ Point Games,173,2023-10-26,2023-10-20 14:02:00
1280,Davante Adams,CHI,70.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1281,Joel Embiid,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-26,2023-10-20 14:02:00
1282,Joel Embiid,2023-2024 Season,7.5,Technical Fouls,173,2023-10-26,2023-10-20 14:02:00
1283,Joel Embiid,2023-2024 Season,1.5,50+ Point Games,173,2023-10-26,2023-10-20 14:02:00
1284,Cole Kmet,LV,31.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1285,Bobby Portis,2023-2024 Season,6.5,Technical Fouls,173,2023-10-26,2023-10-20 14:02:00
1286,Bobby Portis,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-26,2023-10-20 14:02:00
1287,Jakobi Meyers,CHI,51.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1288,Darnell Mooney,LV,24.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1289,Patrick Beverley,2023-2024 Season,0.5,Double-Doubles,173,2023-10-26,2023-10-20 14:02:00
1290,Michael Mayer,CHI,20.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1291,Patrick Beverley,2023-2024 Season,8.5,Technical Fouls,173,2023-10-26,2023-10-20 14:02:00
1292,Tyler Scott,LV,15.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1293,Robert Tonyan,LV,6.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1294,T.J. Edwards,LV,9.5,Tackles+Ast,9,2023-10-22,2023-10-20 14:02:00
1295,Stephen Curry,PHX,5.5,TRB,7,2023-10-24,2023-10-20 14:02:00
1296,Patrik Laine,CGY,3.5,SOG + BS,8,2023-10-20,2023-10-20 14:02:00
1297,Stephen Curry,PHX,28.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1298,Stephen Curry,PHX,4.5,3P,7,2023-10-24,2023-10-20 14:02:00
1299,Stephen Curry,PHX,5.5,AST,7,2023-10-24,2023-10-20 14:02:00
1300,Stephen Curry,PHX,39.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1301,Gardner Minshew,CLE,193.5,Pass Yards,9,2023-10-22,2023-10-20 14:02:00
1302,Kevin Durant,GSW,5.0,AST,7,2023-10-24,2023-10-20 14:02:00
1303,Gardner Minshew,CLE,0.5,INT,9,2023-10-22,2023-10-20 14:02:00
1304,Kevin Durant,GSW,26.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1305,Gardner Minshew,CLE,202.5,Pass+Rush Yds,9,2023-10-22,2023-10-20 14:02:00
1306,Trenton Gill,LV,4.5,Punts,9,2023-10-22,2023-10-20 14:02:00
1307,Kevin Durant,GSW,38.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1308,Mikael Backlund,CBJ,3.5,SOG + BS,8,2023-10-20,2023-10-20 14:02:00
1309,Kevin Durant,GSW,6.5,TRB,7,2023-10-24,2023-10-20 14:02:00
1310,A.J. Cole,CHI,4.0,Punts,9,2023-10-22,2023-10-20 14:02:00
1311,Ivan Provorov,CGY,2.5,SOG + BS,8,2023-10-20,2023-10-20 14:02:00
1312,Klay Thompson,PHX,27.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1313,Klay Thompson,PHX,21.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1314,Devin Booker,GSW,6.5,AST,7,2023-10-24,2023-10-20 14:02:00
1315,Nazem Kadri,CBJ,3.5,SOG + BS,8,2023-10-20,2023-10-20 14:02:00
1316,Devin Booker,GSW,28.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1317,Jonathan Taylor,CLE,43.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1318,Jonathan Taylor + Amari Cooper,CLE/IND,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1319,Devin Booker,GSW,39.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1320,Devin Booker,GSW,4.5,TRB,7,2023-10-24,2023-10-20 14:02:00
1321,Andrew Wiggins,PHX,24.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1322,Andrew Wiggins,PHX,5.5,TRB,7,2023-10-24,2023-10-20 14:02:00
1323,Andrew Wiggins,PHX,15.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1324,Zack Moss + Michael Pittman Jr.,CLE,0.5,Rush+Rec TDs (Combo),9,2023-10-22,2023-10-20 14:02:00
1325,Tyler Toffoli,NYI,3.5,SOG + BS,8,2023-10-20,2023-10-20 14:02:00
1326,Bradley Beal,GSW,4.0,AST,7,2023-10-24,2023-10-20 14:02:00
1327,Zack Moss,CLE,34.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1328,Mathew Barzal,NJ,2.5,SOG + BS,8,2023-10-20,2023-10-20 14:02:00
1329,Bradley Beal,GSW,20.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1330,Bradley Beal,GSW,4.0,TRB,7,2023-10-24,2023-10-20 14:02:00
1331,Bradley Beal,GSW,29.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1332,Jack Hughes,NYI,4.5,SOG + BS,8,2023-10-20,2023-10-20 14:02:00
1333,Gardner Minshew,CLE,6.5,Rush Yards,9,2023-10-22,2023-10-20 14:02:00
1334,Jusuf Nurkic,GSW,9.5,PTS,7,2023-10-24,2023-10-20 14:02:00
1335,Jusuf Nurkic,GSW,8.5,TRB,7,2023-10-24,2023-10-20 14:02:00
1336,Jusuf Nurkic,GSW,21.5,PTS+TRB+AST,7,2023-10-24,2023-10-20 14:02:00
1337,Scott Mayfield,NJ,3.5,SOG + BS,8,2023-10-20,2023-10-20 14:02:00
1338,Nico Hischier,NYI,3.5,SOG + BS,8,2023-10-20,2023-10-20 14:02:00
1339,Ondrej Palat,NYI,2.5,SOG + BS,8,2023-10-20,2023-10-20 14:02:00
1340,Michael Pittman Jr.,CLE,49.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1341,Josh Downs,CLE,39.5,Receiving Yards,9,2023-10-22,2023-10-20 14:02:00
1342,Dustin Hopkins,IND,7.0,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1343,Dustin Hopkins,IND,1.5,FG Made,9,2023-10-22,2023-10-20 14:02:00
1344,Matt Gay,CLE,5.5,Kicking Points,9,2023-10-22,2023-10-20 14:02:00
1345,Johnny Gaudreau,CGY,20.0,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1346,Elias Lindholm,CBJ,20.5,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1347,Adam Fantilli,CGY,15.75,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1348,MacKenzie Weegar,CBJ,21.25,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1349,Ivan Provorov,CGY,23.25,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1350,Noah Hanifin,CBJ,22.25,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1351,Mathew Barzal,NJ,19.25,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1352,Jack Hughes,NYI,20.5,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
1353,Bo Horvat,NJ,20.5,Time On Ice,8,2023-10-20,2023-10-20 14:02:00
