,player,opp,line,stat,league,date,scrape_time
959,Tyjae Spears,BAL,14.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
960,Quinn,VP (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
961,Costabile,Quest (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
962,Sabrina Ionescu + A'ja Wilson,LVA/NYL,13.5,Rebounds (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
963,4nalog,Quest (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
964,Sabrina Ionescu + Chelsea Gray,LVA/NYL,9.5,Rebounds (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
965,Robo,PSG (MAPS 1-2 Kills),4.5,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
966,DeAndre Hopkins + Gus Edwards,BAL/TEN,0.5,Rush+Rec TDs (Combo),9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
967,Croc,PSG (MAPS 1-2 Kills),3.0,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
968,TA2000,KStars (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
969,Sabrina Ionescu + Jackie Young,LVA/NYL,10.0,Rebounds (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
970,Jonquel Jones + A'ja Wilson,LVA/NYL,20.5,Rebounds (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
971,tinowns,PSG (MAPS 1-2 Kills),5.0,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
972,No!ob,KStars (MAPS 1-2 Kills),16.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
973,Lamar Jackson + Tyjae Spears,TEN/BAL,0.5,Rush+Rec TDs (Combo),9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
974,Shai Gilgeous-Alexander,2023-2024 Season,4.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
975,Zay Flowers,TEN,54.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
976,Juancho Hernangomez,FC Bayern Munich,6.5,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
977,Route,PSG (MAPS 1-2 Kills),7.0,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
978,Shai Gilgeous-Alexander,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
979,Shai Gilgeous-Alexander,2023-2024 Season,30.6,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
980,Keyone Jenkins,TEP,234.5,Pass Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
981,Breanna Stewart + Kelsey Plum,LVA/NYL,7.0,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
982,Juancho Hernangomez,FC Bayern Munich,13.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
983,Tua Tagovailoa,Weeks 6-9,1150.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
984,Pakazs,SMG (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
985,DeMar DeRozan,2023-2024 Season,23.8,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
986,Tua Tagovailoa,Weeks 6-9,7.5,Pass TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
987,Chris Luck,SMG (MAPS 1-2 Kills),13.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
988,Sylvain Francisco,PANATHINAIKOS OPAP ATHENS,11.0,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
989,Sylvain Francisco,PANATHINAIKOS OPAP ATHENS,1.5,3P,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
990,Zay Flowers + Mark Andrews,TEN,0.5,Rush+Rec TDs (Combo),9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
991,DeAndre Hopkins,BAL,57.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
992,DeMar DeRozan,2023-2024 Season,14.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
993,DeMar DeRozan,2023-2024 Season,9.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
994,Azhi,LLL (MAPS 1-2 Kills),5.0,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
995,Breanna Stewart + Chelsea Gray,LVA/NYL,10.5,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
996,Breanna Stewart + Jackie Young,LVA/NYL,7.5,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
997,JunJia,LLL (MAPS 1-2 Kills),5.5,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
998,MidOne,EG (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
999,Mark Andrews,TEN,53.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1000,Chet Holmgren ,2023-2024 Season,13.2,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1001,Torrance Burgess,FIU,54.5,Rush Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1002,Marius Grigonis,FC Bayern Munich,12.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1003,Isaac Bonga,PANATHINAIKOS OPAP ATHENS,10.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1004,Maple,LLL (MAPS 1-2 Kills),8.5,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1005,Tyreek Hill,Weeks 6-9,2.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1006,No[o]ne-,EG (MAPS 1-2 Kills),13.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1007,Sabrina Ionescu + Kelsey Plum,LVA/NYL,8.5,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1008,Isaac Bonga,PANATHINAIKOS OPAP ATHENS,5.0,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1009,Shomari Lawrence,TEP,40.5,Rush Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1010,Zach Lavine,2023-2024 Season,2.7,3PT Made Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1011,Zach Lavine,2023-2024 Season,25.1,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1012,Zach Lavine,2023-2024 Season,16.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1013,Josh Giddey,2023-2024 Season,0.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1014,Kris Mitchell,TEP,88.5,Receiving Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1015,Josh Giddey,2023-2024 Season,3.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1016,Josh Giddey,2023-2024 Season,6.5,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1017,Mathias Lessort,FC Bayern Munich,7.5,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1018,Alex Caruso,2023-2024 Season,1.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1019,Sabrina Ionescu + Chelsea Gray,LVA/NYL,12.0,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1020,Alex Caruso,2023-2024 Season,0.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1021,Wako,LLL (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1022,Mathias Lessort,FC Bayern Munich,11.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1023,Mark Andrews,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1024,Josh Giddey,2023-2024 Season,1.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1025,Yatoro,Entity (MAPS 1-2 Kills),20.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1026,Nikola Vucevic,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1027,Carsen Edwards,PANATHINAIKOS OPAP ATHENS,10.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1028,Carsen Edwards,PANATHINAIKOS OPAP ATHENS,1.5,3P,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1029,Tyrin Smith,FIU,45.5,Receiving Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1030,Nikola Vucevic,2023-2024 Season,10.9,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1031,Sabrina Ionescu + Jackie Young,LVA/NYL,9.0,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1032,Larl,Entity (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1033,Rest,TW (MAPS 1-2 Kills),5.5,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1034,Nikola Vucevic,2023-2024 Season,3.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1035,Gemini,TW (MAPS 1-2 Kills),3.5,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1036,Dean Patterson,TEP,43.5,Receiving Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1037,Jerian Grant,FC Bayern Munich,4.5,AST,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1038,Jerian Grant,FC Bayern Munich,9.0,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1039,watson,TSpirit (MAPS 1-2 Kills),13.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1040,Jaylen Waddle,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1041,Courtney Vandersloot + Chelsea Gray,LVA/NYL,14.0,Assists (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1042,Stormstormer,TSpirit (MAPS 1-2 Kills),11.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1043,Devin Booker,PANATHINAIKOS OPAP ATHENS,16.5,PTS+TRB+AST,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1044,Kelly Akharaiyi,FIU,38.5,Receiving Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1045,Jaylen Waddle,Weeks 6-9,19.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1046,JimieN,TW (MAPS 1-2 Kills),7.5,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1047,Devin Booker,PANATHINAIKOS OPAP ATHENS,1.5,AST,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1048,Devin Booker,PANATHINAIKOS OPAP ATHENS,5.5,TRB,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1049,Devin Booker,PANATHINAIKOS OPAP ATHENS,9.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1050,Sabrina Ionescu + Kelsey Plum,LVA/NYL,5.5,3-PT Made (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1051,Kiritych~,bc (MAPS 1-2 Kills),13.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1052,Shunn,TW (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1053,Sabrina Ionescu + Chelsea Gray,LVA/NYL,4.0,3-PT Made (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1054,Jason Sanders,Weeks 6-9,6.5,FG,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1055,Chigoziem Okonkwo,BAL,30.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1056,Sabrina Ionescu + Jackie Young,LVA/NYL,5.5,3-PT Made (Combo),3,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1057,Andreas Obst,PANATHINAIKOS OPAP ATHENS,9.5,PTS,151,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1058,squad1x,bc (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1059,Sparda,CFO (MAPS 1-2 Kills),4.5,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1060,Parker,VP (MAPS 1-2 Kills),21.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1061,BeanJ,CFO (MAPS 1-2 Kills),4.0,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1062,Justin Herbert,Weeks 6-9,1140.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1063,Xavien Howard,Weeks 6-9,0.5,INT,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1064,DarkMago,VP (MAPS 1-2 Kills),14.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1065,Glory,CFO (MAPS 1-2 Kills),5.5,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1066,Costabile,Tundra (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1067,Artemis,CFO (MAPS 1-2 Kills),8.0,MAPS 1-2 Kills,121,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1068,Roger McCreary,BAL,4.5,Tackles+Ast,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1069,4nalog,Tundra (MAPS 1-2 Kills),11.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1070,Bong,GAM (MAPS 1-2 Kills),4.5,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1071,skiter,KStars (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1072,Topson,KStars (MAPS 1-2 Kills),21.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1073,Oddie,GAM (MAPS 1-2 Kills),3.5,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1074,Mireu,GAM (MAPS 1-2 Kills),7.0,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1075,Timado,Talon (MAPS 1-2 Kills),12.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1076,Azeez Al-Shaair,BAL,9.0,Tackles+Ast,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1077,Ceo,GAM (MAPS 1-2 Kills),8.0,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1078,Bryle,Talon (MAPS 1-2 Kills),13.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1079,Patrick Queen,TEN,7.0,Tackles+Ast,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1080,Kiaya,R7 (MAPS 1-2 Kills),5.5,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1081,23savage,TSM (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1082,Levi,R7 (MAPS 1-2 Kills),5.5,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1083,Mikoto,TSM (MAPS 1-2 Kills),16.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1084,De'Aaron Fox,2023-2024 Season,18.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1085,Kati,R7 (MAPS 1-2 Kills),6.5,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1086,De'Aaron Fox,2023-2024 Season,25.2,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1087,RAMZES666,SMG (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1088,De'Aaron Fox,2023-2024 Season,8.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1089,Keegan Shoemaker,NMS,230.5,Pass Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1090,De'Aaron Fox,2023-2024 Season,8.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1091,De'Aaron Fox,2023-2024 Season,6.1,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1092,Jalen Hurts,Weeks 6-9,999.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1093,Domantas Sabonis,2023-2024 Season,6.9,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1094,Domantas Sabonis,2023-2024 Season,12.1,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1095,Domantas Sabonis,2023-2024 Season,11.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1096,Jalen Hurts,Weeks 6-9,6.5,Pass TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1097,kiyotaka,SMG (MAPS 1-2 Kills),19.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1098,Diego Pavia,SHS,198.5,Pass Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1099,Domantas Sabonis,2023-2024 Season,19.3,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1100,Slayder,R7 (MAPS 1-2 Kills),10.0,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1101,Domantas Sabonis,2023-2024 Season,5.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1102,Star Thomas,SHS,42.5,Rush Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1103,MidOne,9P (MAPS 1-2 Kills),13.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1104,Adam,DFM (MAPS 1-2 Kills),8.0,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1105,Steven Adams,2023-2024 Season,10.9,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1106,Sheo,DFM (MAPS 1-2 Kills),4.5,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1107,No[o]ne-,9P (MAPS 1-2 Kills),12.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1108,Lou,Thunder (MAPS 1-2 Kills),13.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1109,Marcus Smart,2023-2024 Season,6.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1110,nuc,DFM (MAPS 1-2 Kills),9.0,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1111,Noah Smith,NMS,75.5,Receiving Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1112,Somnus,Thunder (MAPS 1-2 Kills),17.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1113,A.J. Brown,Weeks 6-9,21.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1114,Jonathan Brady,SHS,39.5,Receiving Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1115,Jonas Valanciunas,2023-2024 Season,10.3,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1116,Crownie,DFM (MAPS 1-2 Kills),10.5,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1117,DeVonta Smith,Weeks 6-9,265.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1118,Knight~,AR (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1119,CJ McCollum	,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1120,Malik Phillips,NMS,32.5,Receiving Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1121,apaMEN,BDS (MAPS 1-2 Kills),3.0,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1122,CJ McCollum	,2023-2024 Season,2.7,3PT Made Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1123,SLATEM$,AR (MAPS 1-2 Kills),12.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1124,DeVonta Smith,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1125,Steal,BDS (MAPS 1-2 Kills),3.0,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1126,Trent Hudson,SHS,29.5,Receiving Yards,15,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1127,DeVonta Smith,Weeks 6-9,20.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1128,Aria,BDS (MAPS 1-2 Kills),5.0,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1129,Arteezy,Liquid (MAPS 1-2 Kills),14.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1130,Abed,Liquid (MAPS 1-2 Kills),15.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1131,Darius Slay,Weeks 6-9,0.5,INT,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1132,Yutapon,BDS (MAPS 1-2 Kills),6.0,MAPS 1-2 Kills,121,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1133,Luka Doncic,2023-2024 Season,1.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1134,Luka Doncic,2023-2024 Season,8.6,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1135,Luka Doncic,2023-2024 Season,31.2,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1136,Luka Doncic,2023-2024 Season,8.1,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1137,miCKe,SR (MAPS 1-2 Kills),17.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1138,Luka Doncic,2023-2024 Season,2.9,3PT Made Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1139,Luka Doncic,2023-2024 Season,6.5,Triple-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1140,Luka Doncic,2023-2024 Season,13.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1141,Victor Wembanyama,2023-2024 Season,8.6,Rebounds Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1142,Jake Elliott,Weeks 6-9,6.5,FG,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1143,Victor Wembanyama,2023-2024 Season,2.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1144,Nisha,SR (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1145,Victor Wembanyama,2023-2024 Season,17.0,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1146,Kyrie Irving,2023-2024 Season,20.5,30+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1147,Jake Elliott,Weeks 6-9,1.5,50+ Yard FG Made,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1148,Kyrie Irving,2023-2024 Season,3.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1149,Kyrie Irving,2023-2024 Season,5.5,Double-Doubles,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
