,player,opp,line,stat,league,date,scrape_time
1150,Kyrie Irving,2023-2024 Season,0.5,50+ Point Games,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1151,dyrachyo,nouns (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1152,Kyrie Irving,2023-2024 Season,26.7,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1153,Quinn,nouns (MAPS 1-2 Kills),16.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1154,Keldon Johnson,2023-2024 Season,20.8,Points Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1155,K1,GG (MAPS 1-2 Kills),9.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1156,Gunnar,GG (MAPS 1-2 Kills),8.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1157,Timado,Quest (MAPS 1-2 Kills),12.0,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1158,Bryle,Quest (MAPS 1-2 Kills),12.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1159,TA2000,TSM (MAPS 1-2 Kills),15.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1160,Paul George,2023-2024 Season,4.5,Technical Fouls,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1161,No!ob,TSM (MAPS 1-2 Kills),14.5,MAPS 1-2 Kills,174,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1162,Donovan Smith,WVU,287.5,Pass+Rush Yds,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1163,Lamar Jackson,Weeks 6-9,865.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1164,Lamar Jackson,Weeks 6-9,5.5,Pass TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1165,Donovan Smith,WVU,260.5,Pass Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1166,Donovan Smith,WVU,1.5,Pass TDs,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1167,Donovan Smith,WVU,26.5,Rush Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1168,Garrett Greene,HOU,182.5,Pass Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1169,Zay Flowers,Weeks 6-9,250.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1170,Garrett Greene,HOU,0.5,Pass INTs,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1171,Bijan Robinson,WAS,71.5,Rush Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1172,Garrett Greene,HOU,51.5,Rush Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1173,Garrett Greene,HOU,237.5,Pass+Rush Yds,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1174,Zay Flowers,Weeks 6-9,19.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1175,Brian Robinson Jr.,ATL,61.5,Rush Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1176,CJ Donaldson,HOU,85.5,Rush Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1177,Mark Andrews,Weeks 6-9,18.5,Receptions,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1178,Mark Andrews,Weeks 6-9,235.5,Receiving Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1179,Russell Westbrook,2023-2024 Season,6.9,Assists Per Game AVG,173,2023-10-25 00:00:00-05:00,2023-10-11 14:27:00-05:00
1180,Kyle Hamilton,Weeks 6-9,0.5,INT,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1181,P.J. Tucker,2023-2024 Season,3.5,Technical Fouls,173,2023-10-26 00:00:00-05:00,2023-10-11 14:27:00-05:00
1182,Justin Tucker,Weeks 6-9,6.5,FG,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1183,Justin Tucker,Weeks 6-9,1.5,50+ Yard FG Made,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1184,Samuel Brown,WVU,76.5,Receiving Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1185,Mitch Marner,2023-2024 Season,99.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1186,Devin Carter,HOU,35.5,Receiving Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1187,Brady Tkachuk,2023-2024 Season,85.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1188,Matthew Golden,WVU,59.5,Receiving Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1189,Hudson Clement,HOU,38.5,Receiving Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1190,Sebastian Aho,2023-2024 Season,72.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1191,Joseph Manjack,WVU,46.5,Receiving Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1192,David Pastrnak,2023-2024 Season,93.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1193,Giannis Antetokounmpo,2023-2024 Season,4.5,Triple-Doubles,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
1194,Kole Taylor,HOU,28.5,Receiving Yards,15,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1195,Giannis Antetokounmpo,2023-2024 Season,0.5,50+ Point Games,173,2023-10-24 00:00:00-05:00,2023-10-11 14:27:00-05:00
1196,Giannis Antetokounmpo,2023-2024 Season,29.2,Points Per Game AVG,173,2023-10-26 00:00:00-05:00,2023-10-11 14:27:00-05:00
1197,Brad Marchand,2023-2024 Season,70.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1198,Giannis Antetokounmpo,2023-2024 Season,11.7,Rebounds Per Game AVG,173,2023-10-26 00:00:00-05:00,2023-10-11 14:27:00-05:00
1199,Terry McLaurin,ATL,53.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1200,Joel Embiid,2023-2024 Season,0.5,Triple-Doubles,173,2023-10-26 00:00:00-05:00,2023-10-11 14:27:00-05:00
1201,Joel Embiid,2023-2024 Season,7.5,Technical Fouls,173,2023-10-26 00:00:00-05:00,2023-10-11 14:27:00-05:00
1202,Charlie McAvoy,2023-2024 Season,58.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1203,Joel Embiid,2023-2024 Season,1.5,50+ Point Games,173,2023-10-26 00:00:00-05:00,2023-10-11 14:27:00-05:00
1204,Drake London,WAS,44.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1205,Nathan MacKinnon,2023-2024 Season,112.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1206,Bobby Portis,2023-2024 Season,9.1,Rebounds Per Game AVG,173,2023-10-26 00:00:00-05:00,2023-10-11 14:27:00-05:00
1207,Bobby Portis,2023-2024 Season,6.5,Technical Fouls,173,2023-10-26 00:00:00-05:00,2023-10-11 14:27:00-05:00
1208,Connor McDavid,2023-2024 Season,135.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1209,Cale Makar,2023-2024 Season,78.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1210,Patrick Beverley,2023-2024 Season,8.5,Technical Fouls,173,2023-10-26 00:00:00-05:00,2023-10-11 14:27:00-05:00
1211,Adrian Kempe,2023-2024 Season,67.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1212,Patrick Beverley,2023-2024 Season,0.5,Double-Doubles,173,2023-10-26 00:00:00-05:00,2023-10-11 14:27:00-05:00
1213,Kyle Connor,2023-2024 Season,84.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1214,Cole Perfetti,2023-2024 Season,51.5,PTS,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1215,Adam Fantilli,2023-2024 Season,46.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1216,Artemi Panarin,2023-2024 Season,93.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1217,Tage Thompson,2023-2024 Season,90.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1218,Mika Zibanejad,2023-2024 Season,84.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1219,Quinton de Kock,Australia (T50),3.5,Fours,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1220,Mitchell Marsh,South Africa (T50),0.5,Sixes,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1221,Steven Smith,South Africa (T50),35.5,1st Inning Runs,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1222,Marnus Labuschagne,South Africa (T50),2.5,Fours,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1223,Rasmus Dahlin,2023-2024 Season,72.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1224,Rassie van der Dussen,Australia (T50),31.5,1st Inning Runs,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1225,Jack Hughes,2023-2024 Season,102.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1226,David Warner,South Africa (T50),32.5,1st Inning Runs,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1227,Rassie van der Dussen,Australia (T50),2.5,Fours,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1228,Dylan Larkin,2023-2024 Season,76.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1229,Quinton de Kock,Australia (T50),29.5,1st Inning Runs,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1230,Nico Hischier,2023-2024 Season,77.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1231,Marnus Labuschagne,South Africa (T50),28.5,1st Inning Runs,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1232,Aiden Markram,Australia (T50),26.5,1st Inning Runs,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1233,Tyler Toffoli,2023-2024 Season,70.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1234,Mitchell Marsh,South Africa (T50),26.5,1st Inning Runs,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1235,Kirill Kaprizov,2023-2024 Season,97.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1236,Jason Robertson,2023-2024 Season,102.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1237,Heinrich Klaasen,Australia (T50),26.5,1st Inning Runs,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1238,Jordan Kyrou,2023-2024 Season,74.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1239,Glenn Maxwell,South Africa (T50),23.5,1st Inning Runs,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1240,Temba Bavuma,Australia (T50),26.5,1st Inning Runs,162,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1241,Roope Hintz,2023-2024 Season,79.5,PTS,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1242,Clayton Keller,2023-2024 Season,84.5,PTS,236,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1243,Alex Ovechkin,2023-2024 Season,71.5,PTS,236,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1244,Brock Nelson,2023-2024 Season,66.5,PTS,236,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
1245,Trevor Zegras,2023-2024 Season,67.5,PTS,236,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
1246,Rachin Ravindra,Bangladesh (T50),0.5,Sixes,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1247,Devon Conway,Bangladesh (T50),36.5,1st Inning Runs,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1248,Devon Conway,Bangladesh (T50),4.5,Fours,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1249,Shakib Al Hasan,New Zealand (T50),26.5,1st Inning Runs,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1250,Litton Das,New Zealand (T50),2.5,Fours,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1251,Rachin Ravindra,Bangladesh (T50),3.5,Fours,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1252,Will Young,Bangladesh (T50),29.5,1st Inning Runs,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1253,Litton Das,New Zealand (T50),23.5,1st Inning Runs,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1254,Will Young,Bangladesh (T50),3.5,Fours,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1255,Daryl Mitchell,Bangladesh (T50),28.5,1st Inning Runs,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1256,Nazmul Hossain Shanto,New Zealand (T50),22.5,1st Inning Runs,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1257,Rachin Ravindra,Bangladesh (T50),26.5,1st Inning Runs,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1258,Tanzid Hasan,New Zealand (T50),20.5,1st Inning Runs,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1259,Tom Latham,Bangladesh (T50),22.5,1st Inning Runs,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1260,Mehidy Hasan,New Zealand (T50),19.5,1st Inning Runs,162,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1261,Cole Kmet,MIN,36.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1262,Geno Smith,CIN,239.5,Pass Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1263,Justin Herbert,Weeks 6-9,7.5,Pass TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1264,Justin Herbert,Weeks 6-9,0.5,Rush TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1265,Joe Mixon,SEA,65.5,Rush Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1266,Austin Ekeler,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1267,Keenan Allen,Weeks 6-9,2.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1268,Frederik Andersen,2023-2024 Season,30.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1269,Ilya Samsonov,2023-2024 Season,32.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1270,Joonas Korpisalo,2023-2024 Season,24.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1271,Cameron Dicker,Weeks 6-9,7.5,FG,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1272,Jeremy Swayman,2023-2024 Season,20.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1273,D.K. Metcalf,CIN,64.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1274,Linus Ullmark,2023-2024 Season,26.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1275,Ja'Marr Chase,SEA,85.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1276,Alexandar Georgiev,2023-2024 Season,34.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1277,Connor Hellebuyck,2023-2024 Season,31.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1278,Tyler Lockett,CIN,51.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1279,Jacob Markstrom,2023-2024 Season,29.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1280,Pheonix Copley,2023-2024 Season,22.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1281,Stuart Skinner,2023-2024 Season,31.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1282,Thatcher Demko,2023-2024 Season,27.5,Goalie Wins,236,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1283,Carter Hart,2023-2024 Season,22.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1284,Devon Levi,2023-2024 Season,24.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1285,Elvis Merzlikins,2023-2024 Season,20.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1286,Igor Shesterkin,2023-2024 Season,34.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1287,Ville Husso,2023-2024 Season,26.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1288,Vitek Vanecek,2023-2024 Season,26.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1289,Filip Gustavsson,2023-2024 Season,25.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1290,Jake Oettinger,2023-2024 Season,35.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1291,Jordan Binnington,2023-2024 Season,26.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1292,Sergei Bobrovsky,2023-2024 Season,28.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1293,Kaapo Kahkonen,2023-2024 Season,15.5,Goalie Wins,236,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1294,Karel Vejmelka,2023-2024 Season,20.5,Goalie Wins,236,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1295,Darcy Kuemper,2023-2024 Season,24.5,Goalie Wins,236,2023-10-13 00:00:00-05:00,2023-10-11 14:27:00-05:00
1296,Matthew Stafford,Weeks 6-9,1099.5,Pass Yards,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1297,Ilya Sorokin,2023-2024 Season,31.5,Goalie Wins,236,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
1298,Matthew Stafford,Weeks 6-9,6.5,Pass TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1299,John Gibson,2023-2024 Season,18.5,Goalie Wins,236,2023-10-14 00:00:00-05:00,2023-10-11 14:27:00-05:00
1300,Puka Nacua,Weeks 6-9,1.5,Rec TDs,263,2023-10-12 00:00:00-05:00,2023-10-11 14:27:00-05:00
1301,Brock Purdy,CLE,238.5,Pass Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1302,Brandon Aiyuk,CLE,57.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1303,Amari Cooper,SF,59.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1304,Deebo Samuel,CLE,47.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1305,George Kittle,CLE,40.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1306,C.J. Stroud,NO,242.5,Pass Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1307,Auston Matthews,MTL,4.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1308,Brendan Gallagher,TOR,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1309,Auston Matthews,MTL,1.5,PTS,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1310,John Tavares,MTL,3.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1311,Alvin Kamara,HOU,68.5,Rush Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1312,Dameon Pierce,NO,54.5,Rush Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1313,Cole Caufield,TOR,3.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1314,Michael Matheson,TOR,0.5,PTS,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1315,Mitch Marner,MTL,2.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1316,Teuvo Teravainen,OTT,0.5,PTS,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1317,Connor Bedard,BOS,0.5,PTS,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1318,Josh Anderson,TOR,2.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1319,Morgan Rielly,MTL,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1320,Phillip Danault,COL,0.5,PTS,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1321,Michael Matheson,TOR,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1322,Jonathan Huberdeau,WPG,0.5,PTS,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1323,Tyler Bertuzzi,MTL,2.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1324,Mark Scheifele,CGY,0.5,PTS,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1325,Sean Monahan,TOR,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1326,William Nylander,MTL,4.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1327,Michael Thomas,HOU,55.5,Receiving Yards,9,2023-10-15 00:00:00-05:00,2023-10-11 14:27:00-05:00
1328,Brady Skjei,OTT,2.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1329,Brady Tkachuk,CAR,3.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1330,Brent Burns,OTT,3.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1331,Claude Giroux,CAR,2.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1332,Drake Batherson,CAR,2.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1333,Seth Jarvis,OTT,2.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1334,Jakob Chychrun,CAR,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1335,Martin Necas,OTT,3.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1336,Tim Stutzle,CAR,3.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1337,Sebastian Aho,OTT,3.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1338,Vladimir Tarasenko,CAR,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1339,Teuvo Teravainen,OTT,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1340,Andreas Athanasiou,BOS,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1341,Brad Marchand,CHI,3.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1342,Connor Bedard,BOS,3.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1343,Charlie McAvoy,CHI,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1344,Tyler Johnson,BOS,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1345,David Pastrnak,CHI,5.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1346,Seth Jones,BOS,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1347,Jake DeBrusk,CHI,2.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1348,Taylor Hall,BOS,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1349,James van Riemsdyk,CHI,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1350,Taylor Raddysh,BOS,1.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1351,Artturi Lehkonen,LA,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1352,Adrian Kempe,COL,3.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1353,Cale Makar,LA,3.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1354,Mikko Rantanen,LA,3.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1355,Phillip Danault,COL,2.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1356,Nathan MacKinnon,LA,5.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1357,Pierre-Luc Dubois,COL,3.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1358,Trevor Moore,COL,3.0,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
1359,Valeri Nichushkin,LA,2.5,Shots On Goal,8,2023-10-11 00:00:00-05:00,2023-10-11 14:27:00-05:00
